,checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,sex,personal-status,class-label
368,< 0 DM,13,critical account/ other credits existing (not at this bank),domestic appliances,1350,... < 100 DM,... < 1 year,2,none,3,if not A121 : building society savings agreement/ life insurance,42,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
369,< 0 DM,15,all credits at this bank paid back duly,car (used),7603,... < 100 DM,.. >= 7 years,3,co-applicant,2,unknown / no property,46,none,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
370,0 <= ... < 200 DM,24,critical account/ other credits existing (not at this bank),furniture/equipment,8500,... < 100 DM,1 <= ... < 4 years,3,none,4,if not A121 : building society savings agreement/ life insurance,26,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
371,0 <= ... < 200 DM,14,existing credits paid back duly till now,radio/television,2234,... < 100 DM,.. >= 7 years,1,none,2,unknown / no property,28,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
372,0 <= ... < 200 DM,16,existing credits paid back duly till now,business,2233,.. >= 1000 DM,4 <= ... < 7 years,4,none,2,if not A121 : building society savings agreement/ life insurance,26,none,own,2,unskilled - resident,1,none,yes,male,single,1
373,no checking account,41,critical account/ other credits existing (not at this bank),car (new),2446,unknown/ no savings account,1 <= ... < 4 years,3,guarantor,4,if not A121 : building society savings agreement/ life insurance,50,none,for free,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,male,single,1
374,< 0 DM,8,existing credits paid back duly till now,education,5948,unknown/ no savings account,... < 1 year,3,co-applicant,2,unknown / no property,36,none,own,2,unemployed/ unskilled - non-resident,2,none,yes,male,single,1
375,no checking account,13,existing credits paid back duly till now,business,6406,... < 100 DM,1 <= ... < 4 years,3,none,1,if not A121 : building society savings agreement/ life insurance,37,none,own,2,unskilled - resident,2,none,yes,male,single,2
376,< 0 DM,12,existing credits paid back duly till now,radio/television,2679,unknown/ no savings account,.. >= 7 years,3,none,3,real estate,31,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,married/widowed,1
377,< 0 DM,24,existing credits paid back duly till now,radio/television,1158,... < 100 DM,4 <= ... < 7 years,2,none,1,"if not A121/A122 : car or other, not in attribute 6",57,bank,rent,1,skilled employee / official,1,none,yes,male,divorced/separated,1
378,no checking account,16,critical account/ other credits existing (not at this bank),car (new),2110,... < 100 DM,.. >= 7 years,3,none,3,unknown / no property,27,none,own,2,skilled employee / official,1,none,yes,male,single,1
379,0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,1028,... < 100 DM,... < 1 year,4,none,2,if not A121 : building society savings agreement/ life insurance,47,none,own,3,unskilled - resident,1,"yes, registered under the customers name",no,female,divorced/separated,1
380,< 0 DM,16,existing credits paid back duly till now,education,887,unknown/ no savings account,1 <= ... < 4 years,2,none,4,real estate,27,none,own,2,skilled employee / official,1,"yes, registered under the customers name",no,male,single,1
381,... >= 200 DM / salary assignments for at least 1 year,15,existing credits paid back duly till now,others,1087,unknown/ no savings account,4 <= ... < 7 years,2,none,3,real estate,31,none,rent,3,unskilled - resident,1,none,yes,male,single,1
382,no checking account,13,critical account/ other credits existing (not at this bank),car (used),1164,unknown/ no savings account,unemployed,2,none,1,if not A121 : building society savings agreement/ life insurance,30,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,female,married/widowed,2
383,< 0 DM,11,existing credits paid back duly till now,car (used),10671,... < 100 DM,1 <= ... < 4 years,2,guarantor,4,unknown / no property,48,none,own,3,skilled employee / official,2,none,yes,male,single,1
384,< 0 DM,41,critical account/ other credits existing (not at this bank),car (used),4431,unknown/ no savings account,1 <= ... < 4 years,4,guarantor,4,if not A121 : building society savings agreement/ life insurance,47,none,own,1,skilled employee / official,2,none,yes,female,single,1
385,0 <= ... < 200 DM,24,critical account/ other credits existing (not at this bank),furniture/equipment,995,... < 100 DM,.. >= 7 years,3,none,4,real estate,35,bank,own,3,skilled employee / official,1,none,yes,male,single,1
386,... >= 200 DM / salary assignments for at least 1 year,24,critical account/ other credits existing (not at this bank),radio/television,4767,... < 100 DM,... < 1 year,2,none,4,"if not A121/A122 : car or other, not in attribute 6",26,stores,own,2,unskilled - resident,1,none,yes,female,divorced/separated/married,1
387,0 <= ... < 200 DM,13,critical account/ other credits existing (not at this bank),radio/television,1112,unknown/ no savings account,... < 1 year,2,none,3,real estate,30,none,rent,2,skilled employee / official,1,none,yes,female,divorced/separated/married,1
388,0 <= ... < 200 DM,37,existing credits paid back duly till now,repairs,2503,... < 100 DM,... < 1 year,3,none,3,"if not A121/A122 : car or other, not in attribute 6",31,none,rent,3,skilled employee / official,1,none,yes,female,divorced/separated,1
389,0 <= ... < 200 DM,12,existing credits paid back duly till now,radio/television,1249,500 <= ... < 1000 DM,1 <= ... < 4 years,2,none,4,real estate,55,none,own,1,unskilled - resident,1,none,yes,female,single,2
390,< 0 DM,12,existing credits paid back duly till now,business,2222,... < 100 DM,... < 1 year,3,none,1,if not A121 : building society savings agreement/ life insurance,41,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
391,... >= 200 DM / salary assignments for at least 1 year,47,existing credits paid back duly till now,car (used),4383,... < 100 DM,4 <= ... < 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",48,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
392,< 0 DM,25,critical account/ other credits existing (not at this bank),car (new),2003,... < 100 DM,4 <= ... < 7 years,4,none,2,unknown / no property,48,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,none,no,male,single,1
393,0 <= ... < 200 DM,12,existing credits paid back duly till now,furniture/equipment,2685,... < 100 DM,... < 1 year,3,none,2,real estate,26,none,for free,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,male,single,2
394,< 0 DM,17,all credits at this bank paid back duly,car (new),1037,... < 100 DM,... < 1 year,4,none,4,if not A121 : building society savings agreement/ life insurance,27,none,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
395,... >= 200 DM / salary assignments for at least 1 year,38,existing credits paid back duly till now,car (new),1172,... < 100 DM,1 <= ... < 4 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",41,none,own,1,unskilled - resident,1,none,no,female,divorced/separated/married,1
396,0 <= ... < 200 DM,13,existing credits paid back duly till now,radio/television,3181,... < 100 DM,unemployed,2,none,1,real estate,48,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
397,... >= 200 DM / salary assignments for at least 1 year,13,existing credits paid back duly till now,radio/television,4855,... < 100 DM,.. >= 7 years,2,none,1,"if not A121/A122 : car or other, not in attribute 6",39,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,female,married/widowed,1
398,no checking account,14,critical account/ other credits existing (not at this bank),radio/television,2700,... < 100 DM,4 <= ... < 7 years,1,none,4,unknown / no property,29,none,own,2,unskilled - resident,1,none,yes,male,divorced/separated/married,1
399,0 <= ... < 200 DM,52,existing credits paid back duly till now,radio/television,4593,500 <= ... < 1000 DM,.. >= 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",47,none,own,1,skilled employee / official,1,none,yes,male,married/widowed,1
400,no checking account,15,all credits at this bank paid back duly,car (used),13887,unknown/ no savings account,unemployed,4,none,2,real estate,46,bank,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
401,0 <= ... < 200 DM,18,existing credits paid back duly till now,car (used),5050,... < 100 DM,unemployed,4,none,4,unknown / no property,35,none,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
402,no checking account,16,no credits taken/ all credits paid back duly,radio/television,1219,... < 100 DM,... < 1 year,2,none,2,"if not A121/A122 : car or other, not in attribute 6",40,none,for free,2,unskilled - resident,2,"yes, registered under the customers name",yes,female,single,1
403,0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,999,unknown/ no savings account,.. >= 7 years,3,none,3,unknown / no property,47,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
404,... >= 200 DM / salary assignments for at least 1 year,12,critical account/ other credits existing (not at this bank),car (new),2914,... < 100 DM,... < 1 year,2,none,4,unknown / no property,41,bank,rent,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,female,divorced/separated/married,2
405,no checking account,24,all credits at this bank paid back duly,retraining,1119,unknown/ no savings account,1 <= ... < 4 years,2,none,4,real estate,25,none,own,2,unskilled - resident,2,none,no,female,single,2
406,no checking account,49,critical account/ other credits existing (not at this bank),retraining,1329,unknown/ no savings account,.. >= 7 years,3,none,4,if not A121 : building society savings agreement/ life insurance,35,none,own,2,unskilled - resident,2,none,yes,male,single,1
407,no checking account,24,existing credits paid back duly till now,radio/television,3171,.. >= 1000 DM,... < 1 year,3,none,2,"if not A121/A122 : car or other, not in attribute 6",34,none,rent,1,skilled employee / official,1,none,yes,female,single,1
408,< 0 DM,14,existing credits paid back duly till now,radio/television,1144,... < 100 DM,... < 1 year,2,none,2,if not A121 : building society savings agreement/ life insurance,32,none,own,2,skilled employee / official,1,none,yes,male,divorced/separated/married,1
409,no checking account,25,existing credits paid back duly till now,radio/television,4331,... < 100 DM,1 <= ... < 4 years,3,none,3,"if not A121/A122 : car or other, not in attribute 6",28,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,married/widowed,1
410,< 0 DM,17,no credits taken/ all credits paid back duly,business,871,... < 100 DM,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,36,none,for free,2,unskilled - resident,1,none,yes,male,single,1
411,no checking account,18,existing credits paid back duly till now,business,2231,unknown/ no savings account,.. >= 7 years,3,none,4,real estate,27,none,own,1,unskilled - resident,2,"yes, registered under the customers name",yes,male,single,1
412,0 <= ... < 200 DM,25,existing credits paid back duly till now,others,984,... < 100 DM,.. >= 7 years,3,none,1,if not A121 : building society savings agreement/ life insurance,49,none,own,2,skilled employee / official,1,none,yes,male,single,1
413,0 <= ... < 200 DM,37,existing credits paid back duly till now,car (new),1047,500 <= ... < 1000 DM,... < 1 year,4,none,2,if not A121 : building society savings agreement/ life insurance,26,none,rent,2,unskilled - resident,1,none,yes,male,divorced/separated,2
414,< 0 DM,38,existing credits paid back duly till now,education,4865,... < 100 DM,.. >= 7 years,4,none,4,real estate,47,bank,own,2,management/ self-employed/ highly qualified employee/ officer,2,none,yes,male,single,2
415,0 <= ... < 200 DM,16,critical account/ other credits existing (not at this bank),car (used),3558,... < 100 DM,.. >= 7 years,2,guarantor,3,"if not A121/A122 : car or other, not in attribute 6",37,none,own,1,unskilled - resident,2,none,yes,male,single,1
416,< 0 DM,24,critical account/ other credits existing (not at this bank),education,951,500 <= ... < 1000 DM,1 <= ... < 4 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
417,< 0 DM,25,existing credits paid back duly till now,furniture/equipment,3199,100 <= ... < 500 DM,4 <= ... < 7 years,3,none,2,if not A121 : building society savings agreement/ life insurance,27,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,male,single,1
418,no checking account,16,existing credits paid back duly till now,radio/television,2141,... < 100 DM,4 <= ... < 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",47,none,own,2,skilled employee / official,1,none,yes,male,single,1
419,< 0 DM,13,all credits at this bank paid back duly,radio/television,1394,... < 100 DM,... < 1 year,2,none,1,"if not A121/A122 : car or other, not in attribute 6",66,none,own,2,unskilled - resident,1,none,yes,female,divorced/separated/married,1
420,0 <= ... < 200 DM,24,critical account/ other credits existing (not at this bank),radio/television,1409,unknown/ no savings account,1 <= ... < 4 years,2,none,4,real estate,33,none,own,2,unskilled - resident,1,none,yes,male,divorced/separated/married,1
421,no checking account,13,critical account/ other credits existing (not at this bank),radio/television,1618,... < 100 DM,unemployed,2,none,2,unknown / no property,35,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
422,no checking account,37,existing credits paid back duly till now,car (new),2269,... < 100 DM,1 <= ... < 4 years,2,guarantor,3,unknown / no property,39,none,own,1,skilled employee / official,1,none,yes,male,divorced/separated/married,1
423,< 0 DM,38,existing credits paid back duly till now,car (new),1008,... < 100 DM,... < 1 year,3,none,2,unknown / no property,50,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,divorced/separated/married,1
424,< 0 DM,14,critical account/ other credits existing (not at this bank),radio/television,903,... < 100 DM,unemployed,3,none,3,unknown / no property,28,none,own,1,skilled employee / official,1,none,yes,male,single,1
425,0 <= ... < 200 DM,13,critical account/ other credits existing (not at this bank),car (used),10978,.. >= 1000 DM,1 <= ... < 4 years,2,none,4,if not A121 : building society savings agreement/ life insurance,35,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,divorced/separated/married,2
426,0 <= ... < 200 DM,39,critical account/ other credits existing (not at this bank),radio/television,1065,... < 100 DM,.. >= 7 years,4,none,2,real estate,26,none,own,2,unskilled - resident,1,none,yes,male,single,1
427,< 0 DM,24,existing credits paid back duly till now,car (new),1412,... < 100 DM,1 <= ... < 4 years,3,none,4,unknown / no property,32,bank,own,2,management/ self-employed/ highly qualified employee/ officer,1,none,no,female,divorced/separated/married,2
428,< 0 DM,13,existing credits paid back duly till now,car (new),4126,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",35,stores,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
429,0 <= ... < 200 DM,26,all credits at this bank paid back duly,business,11363,unknown/ no savings account,.. >= 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",49,none,own,1,skilled employee / official,2,none,yes,male,single,1
430,... >= 200 DM / salary assignments for at least 1 year,37,existing credits paid back duly till now,radio/television,3135,... < 100 DM,.. >= 7 years,2,guarantor,4,if not A121 : building society savings agreement/ life insurance,33,bank,own,1,unskilled - resident,1,none,yes,female,single,2
431,no checking account,15,existing credits paid back duly till now,radio/television,918,unknown/ no savings account,1 <= ... < 4 years,3,none,3,real estate,53,none,own,2,unskilled - resident,1,none,yes,male,single,1
432,< 0 DM,12,existing credits paid back duly till now,radio/television,2337,... < 100 DM,.. >= 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",29,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
433,no checking account,17,existing credits paid back duly till now,car (new),967,... < 100 DM,1 <= ... < 4 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",47,stores,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,married/widowed,1
434,< 0 DM,10,existing credits paid back duly till now,furniture/equipment,10070,100 <= ... < 500 DM,... < 1 year,2,none,2,unknown / no property,35,none,own,3,management/ self-employed/ highly qualified employee/ officer,2,none,yes,male,single,1
435,no checking account,12,critical account/ other credits existing (not at this bank),radio/television,1352,500 <= ... < 1000 DM,... < 1 year,3,none,1,unknown / no property,34,none,own,1,skilled employee / official,1,none,yes,male,divorced/separated/married,1
436,< 0 DM,25,existing credits paid back duly till now,car (used),11202,100 <= ... < 500 DM,4 <= ... < 7 years,4,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",48,bank,own,2,unskilled - resident,2,"yes, registered under the customers name",yes,male,single,1
437,< 0 DM,23,existing credits paid back duly till now,car (used),11822,100 <= ... < 500 DM,.. >= 7 years,4,none,4,unknown / no property,27,bank,own,1,unskilled - resident,2,none,yes,male,single,2
438,... >= 200 DM / salary assignments for at least 1 year,16,critical account/ other credits existing (not at this bank),radio/television,4412,... < 100 DM,4 <= ... < 7 years,2,none,3,real estate,27,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,male,single,1
439,< 0 DM,37,existing credits paid back duly till now,car (new),1091,100 <= ... < 500 DM,.. >= 7 years,3,none,2,real estate,47,bank,rent,1,unskilled - resident,1,none,yes,female,divorced/separated/married,1
440,... >= 200 DM / salary assignments for at least 1 year,25,all credits at this bank paid back duly,others,1061,... < 100 DM,.. >= 7 years,3,none,3,if not A121 : building society savings agreement/ life insurance,34,none,for free,2,management/ self-employed/ highly qualified employee/ officer,2,none,yes,male,single,2
441,no checking account,13,existing credits paid back duly till now,radio/television,2777,... < 100 DM,.. >= 7 years,2,co-applicant,1,unknown / no property,32,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,2
442,... >= 200 DM / salary assignments for at least 1 year,37,existing credits paid back duly till now,radio/television,2211,... < 100 DM,unemployed,2,none,3,"if not A121/A122 : car or other, not in attribute 6",47,none,own,1,skilled employee / official,1,none,yes,male,divorced/separated/married,1
443,no checking account,12,existing credits paid back duly till now,furniture/equipment,2006,unknown/ no savings account,4 <= ... < 7 years,2,none,4,real estate,48,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,male,single,1
444,no checking account,6,existing credits paid back duly till now,furniture/equipment,12025,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",50,none,own,1,unskilled - resident,2,"yes, registered under the customers name",yes,male,single,1
445,0 <= ... < 200 DM,26,all credits at this bank paid back duly,radio/television,6520,... < 100 DM,1 <= ... < 4 years,4,none,1,unknown / no property,35,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
446,... >= 200 DM / salary assignments for at least 1 year,37,existing credits paid back duly till now,radio/television,2237,... < 100 DM,... < 1 year,2,none,3,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
447,< 0 DM,24,all credits at this bank paid back duly,radio/television,1156,... < 100 DM,1 <= ... < 4 years,1,none,2,if not A121 : building society savings agreement/ life insurance,55,none,own,2,unskilled - resident,1,none,yes,female,divorced/separated/married,2
448,no checking account,17,delay in paying off in the past,car (new),911,... < 100 DM,1 <= ... < 4 years,3,none,4,real estate,48,none,own,2,skilled employee / official,1,none,yes,male,single,1
449,0 <= ... < 200 DM,13,existing credits paid back duly till now,radio/television,1296,unknown/ no savings account,1 <= ... < 4 years,2,none,2,if not A121 : building society savings agreement/ life insurance,31,none,own,2,unskilled - resident,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
450,< 0 DM,12,existing credits paid back duly till now,business,17556,... < 100 DM,... < 1 year,4,none,3,unknown / no property,35,none,for free,1,skilled employee / official,2,none,yes,male,single,1
451,no checking account,14,delay in paying off in the past,business,4774,... < 100 DM,.. >= 7 years,3,none,4,real estate,47,bank,for free,1,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
452,... >= 200 DM / salary assignments for at least 1 year,7,all credits at this bank paid back duly,car (used),3236,100 <= ... < 500 DM,... < 1 year,4,co-applicant,4,unknown / no property,49,stores,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
453,0 <= ... < 200 DM,17,existing credits paid back duly till now,education,4529,... < 100 DM,4 <= ... < 7 years,4,none,2,if not A121 : building society savings agreement/ life insurance,48,none,own,2,unskilled - resident,1,none,yes,male,single,1
454,< 0 DM,18,existing credits paid back duly till now,car (used),2167,unknown/ no savings account,1 <= ... < 4 years,4,guarantor,2,if not A121 : building society savings agreement/ life insurance,35,none,own,2,skilled employee / official,2,none,yes,male,single,1
455,< 0 DM,38,no credits taken/ all credits paid back duly,car (used),16984,unknown/ no savings account,unemployed,4,none,2,if not A121 : building society savings agreement/ life insurance,26,none,own,1,skilled employee / official,2,none,yes,male,single,1
456,0 <= ... < 200 DM,22,existing credits paid back duly till now,business,3213,.. >= 1000 DM,... < 1 year,2,guarantor,4,unknown / no property,48,none,own,3,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,male,single,1
457,... >= 200 DM / salary assignments for at least 1 year,15,existing credits paid back duly till now,car (new),4620,... < 100 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",26,none,for free,2,unemployed/ unskilled - non-resident,2,"yes, registered under the customers name",yes,male,single,1
458,0 <= ... < 200 DM,25,critical account/ other credits existing (not at this bank),furniture/equipment,2443,500 <= ... < 1000 DM,1 <= ... < 4 years,4,none,2,if not A121 : building society savings agreement/ life insurance,26,none,own,3,skilled employee / official,2,none,yes,male,single,2
459,< 0 DM,25,critical account/ other credits existing (not at this bank),car (new),960,... < 100 DM,1 <= ... < 4 years,3,none,3,if not A121 : building society savings agreement/ life insurance,47,none,rent,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,male,single,1
460,no checking account,25,all credits at this bank paid back duly,car (used),3099,unknown/ no savings account,4 <= ... < 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",36,none,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
461,0 <= ... < 200 DM,15,existing credits paid back duly till now,education,4419,... < 100 DM,4 <= ... < 7 years,1,none,2,real estate,27,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
462,< 0 DM,15,existing credits paid back duly till now,radio/television,882,... < 100 DM,.. >= 7 years,2,none,2,real estate,36,none,own,2,skilled employee / official,1,none,yes,male,single,1
463,no checking account,29,all credits at this bank paid back duly,radio/television,10794,unknown/ no savings account,1 <= ... < 4 years,3,none,2,unknown / no property,35,bank,own,2,unskilled - resident,2,none,yes,male,single,1
464,< 0 DM,12,existing credits paid back duly till now,furniture/equipment,3173,unknown/ no savings account,1 <= ... < 4 years,2,co-applicant,3,real estate,35,stores,own,1,skilled employee / official,1,none,yes,female,single,1
465,no checking account,25,all credits at this bank paid back duly,car (used),2086,... < 100 DM,1 <= ... < 4 years,2,none,4,if not A121 : building society savings agreement/ life insurance,27,none,own,3,skilled employee / official,1,none,yes,male,single,1
466,0 <= ... < 200 DM,23,existing credits paid back duly till now,furniture/equipment,18112,... < 100 DM,1 <= ... < 4 years,3,guarantor,2,"if not A121/A122 : car or other, not in attribute 6",47,none,own,1,skilled employee / official,2,"yes, registered under the customers name",no,male,married/widowed,2
467,< 0 DM,15,all credits at this bank paid back duly,car (used),2425,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",35,none,own,1,unskilled - resident,2,none,yes,male,single,1
468,< 0 DM,13,existing credits paid back duly till now,business,1446,.. >= 1000 DM,... < 1 year,2,none,3,"if not A121/A122 : car or other, not in attribute 6",68,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
469,< 0 DM,13,critical account/ other credits existing (not at this bank),car (new),2447,unknown/ no savings account,... < 1 year,4,none,3,"if not A121/A122 : car or other, not in attribute 6",31,bank,own,3,management/ self-employed/ highly qualified employee/ officer,2,none,yes,female,married/widowed,2
470,< 0 DM,11,critical account/ other credits existing (not at this bank),furniture/equipment,4827,100 <= ... < 500 DM,... < 1 year,2,none,2,if not A121 : building society savings agreement/ life insurance,35,bank,rent,2,unskilled - resident,2,none,yes,male,single,1
471,no checking account,15,existing credits paid back duly till now,retraining,6353,.. >= 1000 DM,4 <= ... < 7 years,4,none,2,unknown / no property,27,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,male,single,1
472,no checking account,37,existing credits paid back duly till now,radio/television,2640,... < 100 DM,1 <= ... < 4 years,3,none,3,"if not A121/A122 : car or other, not in attribute 6",40,none,own,1,skilled employee / official,1,none,yes,male,divorced/separated/married,2
473,< 0 DM,42,delay in paying off in the past,car (used),7255,... < 100 DM,.. >= 7 years,4,none,2,if not A121 : building society savings agreement/ life insurance,35,bank,own,1,unskilled - resident,2,"yes, registered under the customers name",yes,male,married/widowed,1
474,0 <= ... < 200 DM,48,all credits at this bank paid back duly,radio/television,5944,unknown/ no savings account,.. >= 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",35,none,for free,2,skilled employee / official,2,none,yes,male,single,1
475,< 0 DM,13,existing credits paid back duly till now,radio/television,1189,... < 100 DM,unemployed,2,none,1,if not A121 : building society savings agreement/ life insurance,30,none,rent,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
476,0 <= ... < 200 DM,16,existing credits paid back duly till now,car (new),911,... < 100 DM,1 <= ... < 4 years,4,none,4,unknown / no property,48,none,for free,2,skilled employee / official,1,none,yes,male,single,1
477,... >= 200 DM / salary assignments for at least 1 year,24,all credits at this bank paid back duly,radio/television,2777,.. >= 1000 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",33,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated,1
478,no checking account,22,existing credits paid back duly till now,others,2539,... < 100 DM,... < 1 year,4,none,4,"if not A121/A122 : car or other, not in attribute 6",36,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",no,male,single,1
479,no checking account,26,critical account/ other credits existing (not at this bank),car (new),10908,... < 100 DM,1 <= ... < 4 years,3,none,2,real estate,27,none,own,2,skilled employee / official,2,none,yes,male,single,1
480,0 <= ... < 200 DM,10,critical account/ other credits existing (not at this bank),car (used),2660,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
481,0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,2140,... < 100 DM,4 <= ... < 7 years,2,none,2,real estate,28,none,rent,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,female,divorced/separated/married,1
482,0 <= ... < 200 DM,14,existing credits paid back duly till now,radio/television,2022,unknown/ no savings account,1 <= ... < 4 years,4,none,1,real estate,48,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
483,no checking account,12,existing credits paid back duly till now,radio/television,1000,... < 100 DM,.. >= 7 years,2,none,3,real estate,30,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
484,0 <= ... < 200 DM,17,existing credits paid back duly till now,others,4454,... < 100 DM,4 <= ... < 7 years,4,none,1,"if not A121/A122 : car or other, not in attribute 6",35,bank,rent,2,unskilled - resident,1,"yes, registered under the customers name",yes,male,single,1
485,no checking account,12,existing credits paid back duly till now,domestic appliances,1072,... < 100 DM,1 <= ... < 4 years,2,none,2,real estate,29,none,for free,2,unskilled - resident,1,none,yes,female,married/widowed,1
486,< 0 DM,13,existing credits paid back duly till now,car (new),1112,... < 100 DM,4 <= ... < 7 years,2,none,3,if not A121 : building society savings agreement/ life insurance,25,none,own,2,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,male,divorced/separated/married,2
487,0 <= ... < 200 DM,17,existing credits paid back duly till now,furniture/equipment,2081,... < 100 DM,4 <= ... < 7 years,4,none,2,real estate,35,bank,for free,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
488,0 <= ... < 200 DM,33,existing credits paid back duly till now,car (new),10505,... < 100 DM,4 <= ... < 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
489,< 0 DM,15,existing credits paid back duly till now,car (used),11067,unknown/ no savings account,4 <= ... < 7 years,2,none,4,real estate,27,bank,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
490,no checking account,24,existing credits paid back duly till now,furniture/equipment,15477,... < 100 DM,1 <= ... < 4 years,4,none,4,unknown / no property,35,none,own,1,skilled employee / official,2,none,yes,male,single,1
491,< 0 DM,24,critical account/ other credits existing (not at this bank),radio/television,1592,unknown/ no savings account,1 <= ... < 4 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",34,none,for free,1,skilled employee / official,1,none,yes,male,divorced/separated/married,2
