,checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,class-label,sex,personal-status
370,no checking account,27,critical account/ other credits existing (not at this bank),car (used),4205,... < 100 DM,... < 1 year,2,guarantor,4,real estate,32,none,own,1,skilled employee / official,1,none,yes,1,male,divorced/separated/married
371,< 0 DM,44,existing credits paid back duly till now,education,10692,... < 100 DM,unemployed,4,none,3,unknown / no property,30,none,for free,3,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
372,... >= 200 DM / salary assignments for at least 1 year,5,no credits taken/ all credits paid back duly,education,977,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",36,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
373,no checking account,35,delay in paying off in the past,business,10995,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",19,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
374,no checking account,12,no credits taken/ all credits paid back duly,education,642,... < 100 DM,1 <= ... < 4 years,3,none,4,real estate,40,bank,for free,1,unskilled - resident,2,none,yes,1,male,single
375,no checking account,13,critical account/ other credits existing (not at this bank),furniture/equipment,2072,... < 100 DM,.. >= 7 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",27,none,own,2,skilled employee / official,1,none,yes,1,male,married/widowed
376,no checking account,22,critical account/ other credits existing (not at this bank),car (used),3390,... < 100 DM,.. >= 7 years,3,none,3,real estate,55,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
377,0 <= ... < 200 DM,49,existing credits paid back duly till now,education,11638,... < 100 DM,... < 1 year,3,none,2,"if not A121/A122 : car or other, not in attribute 6",29,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,divorced/separated/married
378,0 <= ... < 200 DM,44,no credits taken/ all credits paid back duly,business,11868,... < 100 DM,.. >= 7 years,1,none,4,"if not A121/A122 : car or other, not in attribute 6",65,bank,rent,1,skilled employee / official,1,"yes, registered under the customers name",no,2,female,divorced/separated/married
379,< 0 DM,16,existing credits paid back duly till now,business,2018,unknown/ no savings account,4 <= ... < 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",29,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
380,no checking account,16,existing credits paid back duly till now,car (new),900,500 <= ... < 1000 DM,.. >= 7 years,1,none,3,if not A121 : building society savings agreement/ life insurance,42,bank,own,1,skilled employee / official,1,none,yes,1,male,divorced/separated/married
381,< 0 DM,30,all credits at this bank paid back duly,furniture/equipment,6999,... < 100 DM,... < 1 year,4,none,4,if not A121 : building society savings agreement/ life insurance,35,bank,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
382,< 0 DM,21,no credits taken/ all credits paid back duly,car (new),14475,unknown/ no savings account,unemployed,2,none,4,if not A121 : building society savings agreement/ life insurance,59,bank,own,2,unemployed/ unskilled - non-resident,1,"yes, registered under the customers name",yes,1,male,single
383,< 0 DM,53,existing credits paid back duly till now,car (new),10556,unknown/ no savings account,1 <= ... < 4 years,4,none,4,unknown / no property,35,none,for free,1,skilled employee / official,1,none,yes,2,male,single
384,no checking account,18,existing credits paid back duly till now,radio/television,505,100 <= ... < 500 DM,... < 1 year,4,none,4,if not A121 : building society savings agreement/ life insurance,25,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1,female,divorced/separated/married
385,0 <= ... < 200 DM,16,existing credits paid back duly till now,car (new),4078,100 <= ... < 500 DM,... < 1 year,1,none,4,"if not A121/A122 : car or other, not in attribute 6",25,none,for free,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,female,single
386,0 <= ... < 200 DM,21,critical account/ other credits existing (not at this bank),car (used),5002,... < 100 DM,4 <= ... < 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",38,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
387,no checking account,38,existing credits paid back duly till now,radio/television,7304,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",36,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1,male,single
388,< 0 DM,11,critical account/ other credits existing (not at this bank),education,990,... < 100 DM,.. >= 7 years,2,none,4,real estate,63,none,own,2,skilled employee / official,2,none,yes,1,male,single
389,... >= 200 DM / salary assignments for at least 1 year,19,existing credits paid back duly till now,retraining,533,... < 100 DM,... < 1 year,4,none,2,real estate,29,none,own,1,unskilled - resident,2,none,yes,1,female,divorced/separated/married
390,0 <= ... < 200 DM,4,delay in paying off in the past,radio/television,3997,... < 100 DM,... < 1 year,4,none,2,real estate,25,none,own,1,skilled employee / official,1,none,yes,1,male,single
391,no checking account,40,all credits at this bank paid back duly,furniture/equipment,3033,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,50,none,for free,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,1,male,divorced/separated/married
392,< 0 DM,35,critical account/ other credits existing (not at this bank),radio/television,2234,unknown/ no savings account,.. >= 7 years,2,none,3,if not A121 : building society savings agreement/ life insurance,43,bank,for free,4,skilled employee / official,2,"yes, registered under the customers name",yes,2,male,single
393,no checking account,12,no credits taken/ all credits paid back duly,furniture/equipment,1648,... < 100 DM,... < 1 year,4,none,4,real estate,21,none,own,1,skilled employee / official,1,none,yes,1,male,single
394,0 <= ... < 200 DM,17,existing credits paid back duly till now,car (new),1627,... < 100 DM,... < 1 year,4,none,1,real estate,33,none,own,1,skilled employee / official,1,none,yes,1,female,single
395,no checking account,23,critical account/ other credits existing (not at this bank),business,2086,.. >= 1000 DM,1 <= ... < 4 years,4,none,4,real estate,54,none,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,single
396,< 0 DM,25,existing credits paid back duly till now,business,5937,.. >= 1000 DM,.. >= 7 years,4,none,2,real estate,56,bank,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
397,< 0 DM,14,critical account/ other credits existing (not at this bank),car (new),2018,... < 100 DM,4 <= ... < 7 years,3,none,1,if not A121 : building society savings agreement/ life insurance,37,none,own,1,unskilled - resident,1,none,yes,1,male,single
398,no checking account,32,existing credits paid back duly till now,car (used),406,... < 100 DM,.. >= 7 years,1,none,3,real estate,32,none,own,1,unskilled - resident,2,"yes, registered under the customers name",yes,1,male,divorced/separated/married
399,no checking account,15,critical account/ other credits existing (not at this bank),car (new),2504,... < 100 DM,.. >= 7 years,4,none,1,if not A121 : building society savings agreement/ life insurance,39,none,own,2,skilled employee / official,1,none,yes,1,male,single
400,no checking account,13,critical account/ other credits existing (not at this bank),car (new),1441,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,34,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
401,no checking account,20,critical account/ other credits existing (not at this bank),education,2689,.. >= 1000 DM,.. >= 7 years,2,none,4,unknown / no property,52,none,for free,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
402,no checking account,39,all credits at this bank paid back duly,business,2562,.. >= 1000 DM,4 <= ... < 7 years,4,none,2,if not A121 : building society savings agreement/ life insurance,26,none,own,1,skilled employee / official,1,none,yes,1,male,single
403,0 <= ... < 200 DM,8,existing credits paid back duly till now,car (new),1415,100 <= ... < 500 DM,... < 1 year,4,none,2,unknown / no property,35,none,own,1,unskilled - resident,1,none,yes,2,male,divorced/separated/married
404,no checking account,10,existing credits paid back duly till now,car (new),1305,... < 100 DM,unemployed,4,none,4,real estate,55,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,divorced/separated/married
405,< 0 DM,18,delay in paying off in the past,radio/television,3109,... < 100 DM,... < 1 year,2,none,2,"if not A121/A122 : car or other, not in attribute 6",20,none,own,2,skilled employee / official,1,none,yes,1,male,single
406,no checking account,33,critical account/ other credits existing (not at this bank),car (used),3102,unknown/ no savings account,.. >= 7 years,4,none,4,real estate,28,bank,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
407,< 0 DM,20,existing credits paid back duly till now,repairs,782,... < 100 DM,... < 1 year,4,none,1,real estate,24,none,own,1,skilled employee / official,1,none,yes,2,male,single
408,< 0 DM,22,existing credits paid back duly till now,radio/television,549,... < 100 DM,... < 1 year,4,none,2,real estate,24,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
409,< 0 DM,23,existing credits paid back duly till now,business,835,100 <= ... < 500 DM,.. >= 7 years,4,none,1,if not A121 : building society savings agreement/ life insurance,42,none,rent,2,skilled employee / official,2,none,yes,2,male,single
410,0 <= ... < 200 DM,10,critical account/ other credits existing (not at this bank),furniture/equipment,4106,unknown/ no savings account,4 <= ... < 7 years,1,none,4,real estate,38,none,own,2,unskilled - resident,1,none,yes,1,male,divorced/separated/married
411,no checking account,23,existing credits paid back duly till now,car (new),4430,... < 100 DM,.. >= 7 years,1,none,2,if not A121 : building society savings agreement/ life insurance,45,none,own,1,skilled employee / official,1,none,yes,1,female,single
412,no checking account,10,critical account/ other credits existing (not at this bank),car (new),2078,... < 100 DM,.. >= 7 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",43,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
413,... >= 200 DM / salary assignments for at least 1 year,10,delay in paying off in the past,furniture/equipment,3863,.. >= 1000 DM,... < 1 year,4,none,4,if not A121 : building society savings agreement/ life insurance,37,bank,own,2,unskilled - resident,1,none,no,1,female,divorced/separated/married
414,0 <= ... < 200 DM,21,all credits at this bank paid back duly,radio/television,741,... < 100 DM,.. >= 7 years,4,none,2,unknown / no property,43,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
415,... >= 200 DM / salary assignments for at least 1 year,14,delay in paying off in the past,car (new),1325,... < 100 DM,... < 1 year,4,none,2,if not A121 : building society savings agreement/ life insurance,32,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
416,< 0 DM,5,critical account/ other credits existing (not at this bank),radio/television,3844,500 <= ... < 1000 DM,4 <= ... < 7 years,2,none,1,if not A121 : building society savings agreement/ life insurance,42,none,own,1,unskilled - resident,2,none,yes,1,male,single
417,... >= 200 DM / salary assignments for at least 1 year,17,existing credits paid back duly till now,radio/television,2941,... < 100 DM,... < 1 year,1,none,3,"if not A121/A122 : car or other, not in attribute 6",39,stores,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
418,no checking account,31,existing credits paid back duly till now,education,2440,... < 100 DM,... < 1 year,4,none,2,if not A121 : building society savings agreement/ life insurance,28,bank,rent,1,skilled employee / official,1,none,yes,2,male,single
419,no checking account,22,critical account/ other credits existing (not at this bank),furniture/equipment,2237,unknown/ no savings account,4 <= ... < 7 years,3,none,3,if not A121 : building society savings agreement/ life insurance,38,bank,own,2,management/ self-employed/ highly qualified employee/ officer,2,none,yes,1,male,single
420,no checking account,18,existing credits paid back duly till now,radio/television,1052,... < 100 DM,unemployed,4,guarantor,1,unknown / no property,30,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,1,male,divorced/separated/married
421,no checking account,22,existing credits paid back duly till now,radio/television,2819,unknown/ no savings account,1 <= ... < 4 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",51,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,1,male,single
422,0 <= ... < 200 DM,24,critical account/ other credits existing (not at this bank),education,4092,100 <= ... < 500 DM,.. >= 7 years,4,none,4,unknown / no property,44,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
423,< 0 DM,9,existing credits paid back duly till now,furniture/equipment,378,unknown/ no savings account,1 <= ... < 4 years,4,none,3,if not A121 : building society savings agreement/ life insurance,25,none,own,1,unskilled - resident,1,none,yes,1,male,single
424,0 <= ... < 200 DM,5,existing credits paid back duly till now,car (new),2416,... < 100 DM,... < 1 year,3,co-applicant,4,unknown / no property,33,none,own,1,skilled employee / official,1,none,yes,1,male,single
425,0 <= ... < 200 DM,30,existing credits paid back duly till now,radio/television,4930,100 <= ... < 500 DM,.. >= 7 years,4,none,4,real estate,20,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
426,no checking account,10,existing credits paid back duly till now,radio/television,4671,unknown/ no savings account,... < 1 year,1,none,2,"if not A121/A122 : car or other, not in attribute 6",25,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
427,no checking account,7,existing credits paid back duly till now,car (new),4985,... < 100 DM,1 <= ... < 4 years,1,guarantor,3,real estate,43,none,own,1,skilled employee / official,2,none,yes,2,male,single
428,no checking account,6,critical account/ other credits existing (not at this bank),car (new),447,... < 100 DM,1 <= ... < 4 years,1,none,2,if not A121 : building society savings agreement/ life insurance,41,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
429,no checking account,26,delay in paying off in the past,car (new),1190,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,53,none,own,2,skilled employee / official,1,none,yes,2,male,single
430,no checking account,18,existing credits paid back duly till now,car (new),1174,... < 100 DM,... < 1 year,4,none,4,real estate,27,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,1,female,divorced/separated/married
431,no checking account,20,critical account/ other credits existing (not at this bank),furniture/equipment,4396,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,27,none,own,3,unskilled - resident,1,none,yes,1,male,single
432,0 <= ... < 200 DM,5,existing credits paid back duly till now,radio/television,1988,... < 100 DM,1 <= ... < 4 years,1,guarantor,3,"if not A121/A122 : car or other, not in attribute 6",40,none,own,1,skilled employee / official,1,none,no,1,female,single
433,no checking account,17,critical account/ other credits existing (not at this bank),radio/television,1103,500 <= ... < 1000 DM,1 <= ... < 4 years,4,none,1,if not A121 : building society savings agreement/ life insurance,30,none,own,1,skilled employee / official,1,none,yes,2,male,married/widowed
434,no checking account,26,existing credits paid back duly till now,radio/television,1405,... < 100 DM,... < 1 year,4,none,4,"if not A121/A122 : car or other, not in attribute 6",31,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
435,< 0 DM,9,critical account/ other credits existing (not at this bank),radio/television,3763,unknown/ no savings account,1 <= ... < 4 years,2,none,2,real estate,33,none,own,2,unskilled - resident,2,none,yes,1,male,single
436,< 0 DM,21,all credits at this bank paid back duly,radio/television,7518,... < 100 DM,... < 1 year,4,co-applicant,4,if not A121 : building society savings agreement/ life insurance,49,bank,own,1,unskilled - resident,2,"yes, registered under the customers name",yes,2,male,single
437,0 <= ... < 200 DM,25,existing credits paid back duly till now,radio/television,1355,500 <= ... < 1000 DM,1 <= ... < 4 years,3,none,1,real estate,26,none,own,2,skilled employee / official,1,none,yes,1,male,married/widowed
438,no checking account,17,existing credits paid back duly till now,furniture/equipment,1908,unknown/ no savings account,... < 1 year,4,none,3,"if not A121/A122 : car or other, not in attribute 6",36,none,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated
439,< 0 DM,46,no credits taken/ all credits paid back duly,business,11320,100 <= ... < 500 DM,1 <= ... < 4 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",23,bank,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
440,< 0 DM,27,existing credits paid back duly till now,radio/television,3236,... < 100 DM,4 <= ... < 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,27,stores,own,1,skilled employee / official,1,none,yes,1,male,single
441,< 0 DM,12,delay in paying off in the past,car (new),4463,unknown/ no savings account,1 <= ... < 4 years,3,none,2,real estate,24,none,own,1,unskilled - resident,1,none,yes,1,male,divorced/separated/married
442,0 <= ... < 200 DM,10,delay in paying off in the past,car (new),5174,... < 100 DM,.. >= 7 years,4,none,2,if not A121 : building society savings agreement/ life insurance,32,bank,own,2,unskilled - resident,1,"yes, registered under the customers name",yes,1,female,married/widowed
443,< 0 DM,40,existing credits paid back duly till now,repairs,5427,... < 100 DM,4 <= ... < 7 years,4,none,2,real estate,25,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
444,no checking account,7,existing credits paid back duly till now,furniture/equipment,1932,... < 100 DM,4 <= ... < 7 years,2,none,4,if not A121 : building society savings agreement/ life insurance,23,none,own,2,unskilled - resident,1,none,yes,1,male,single
445,no checking account,34,all credits at this bank paid back duly,furniture/equipment,4171,... < 100 DM,... < 1 year,1,none,4,if not A121 : building society savings agreement/ life insurance,31,bank,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,female,divorced/separated
446,no checking account,21,existing credits paid back duly till now,radio/television,1996,... < 100 DM,... < 1 year,4,guarantor,3,if not A121 : building society savings agreement/ life insurance,26,none,own,1,skilled employee / official,1,none,no,1,male,single
447,< 0 DM,10,critical account/ other credits existing (not at this bank),car (new),5306,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,22,none,own,1,skilled employee / official,1,none,yes,2,male,divorced/separated/married
448,no checking account,12,critical account/ other credits existing (not at this bank),car (used),6065,500 <= ... < 1000 DM,.. >= 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",38,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
449,0 <= ... < 200 DM,29,critical account/ other credits existing (not at this bank),car (new),1654,500 <= ... < 1000 DM,4 <= ... < 7 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",64,none,own,3,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,single
450,no checking account,36,existing credits paid back duly till now,car (used),9045,100 <= ... < 500 DM,1 <= ... < 4 years,2,none,1,"if not A121/A122 : car or other, not in attribute 6",52,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,female,single
451,... >= 200 DM / salary assignments for at least 1 year,26,existing credits paid back duly till now,radio/television,1007,... < 100 DM,.. >= 7 years,2,none,1,"if not A121/A122 : car or other, not in attribute 6",25,stores,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
452,no checking account,17,critical account/ other credits existing (not at this bank),furniture/equipment,5612,100 <= ... < 500 DM,4 <= ... < 7 years,2,none,2,if not A121 : building society savings agreement/ life insurance,30,none,own,2,skilled employee / official,1,none,yes,1,male,single
453,< 0 DM,16,existing credits paid back duly till now,car (new),3382,... < 100 DM,1 <= ... < 4 years,4,none,3,real estate,37,none,for free,2,unskilled - resident,2,"yes, registered under the customers name",yes,2,male,single
454,no checking account,57,critical account/ other credits existing (not at this bank),radio/television,6999,unknown/ no savings account,4 <= ... < 7 years,4,none,1,"if not A121/A122 : car or other, not in attribute 6",34,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,single
455,0 <= ... < 200 DM,29,existing credits paid back duly till now,education,13653,... < 100 DM,.. >= 7 years,4,none,2,unknown / no property,48,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
456,no checking account,4,existing credits paid back duly till now,radio/television,1086,unknown/ no savings account,.. >= 7 years,4,guarantor,4,real estate,52,bank,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,divorced/separated
457,no checking account,13,critical account/ other credits existing (not at this bank),car (new),1808,... < 100 DM,4 <= ... < 7 years,2,none,1,real estate,28,bank,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
458,no checking account,19,critical account/ other credits existing (not at this bank),car (new),2308,... < 100 DM,unemployed,1,none,1,if not A121 : building society savings agreement/ life insurance,36,none,own,1,unemployed/ unskilled - non-resident,2,none,yes,1,female,divorced/separated/married
459,... >= 200 DM / salary assignments for at least 1 year,19,existing credits paid back duly till now,furniture/equipment,3493,unknown/ no savings account,... < 1 year,2,none,1,unknown / no property,23,none,own,2,skilled employee / official,1,none,yes,1,female,single
460,0 <= ... < 200 DM,14,critical account/ other credits existing (not at this bank),car (new),503,unknown/ no savings account,1 <= ... < 4 years,3,none,4,if not A121 : building society savings agreement/ life insurance,33,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
461,no checking account,24,existing credits paid back duly till now,radio/television,5812,... < 100 DM,.. >= 7 years,4,none,2,if not A121 : building society savings agreement/ life insurance,37,none,own,2,unskilled - resident,1,"yes, registered under the customers name",yes,1,male,single
462,... >= 200 DM / salary assignments for at least 1 year,41,existing credits paid back duly till now,furniture/equipment,6475,unknown/ no savings account,4 <= ... < 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",32,none,own,2,skilled employee / official,1,none,yes,2,male,single
463,< 0 DM,20,delay in paying off in the past,radio/television,1394,... < 100 DM,4 <= ... < 7 years,3,none,2,unknown / no property,32,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
464,0 <= ... < 200 DM,17,existing credits paid back duly till now,furniture/equipment,1413,500 <= ... < 1000 DM,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,31,none,for free,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
465,no checking account,39,all credits at this bank paid back duly,radio/television,6990,unknown/ no savings account,... < 1 year,4,none,1,if not A121 : building society savings agreement/ life insurance,36,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
466,< 0 DM,36,existing credits paid back duly till now,car (used),5828,100 <= ... < 500 DM,4 <= ... < 7 years,2,none,4,unknown / no property,36,bank,for free,3,skilled employee / official,2,"yes, registered under the customers name",yes,2,male,single
467,< 0 DM,15,delay in paying off in the past,car (new),1156,100 <= ... < 500 DM,.. >= 7 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",31,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,2,male,single
468,0 <= ... < 200 DM,22,critical account/ other credits existing (not at this bank),furniture/equipment,4794,... < 100 DM,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,27,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
469,< 0 DM,21,critical account/ other credits existing (not at this bank),radio/television,2330,... < 100 DM,1 <= ... < 4 years,4,none,4,real estate,63,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,divorced/separated/married
470,no checking account,13,existing credits paid back duly till now,radio/television,2544,500 <= ... < 1000 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",60,none,own,2,skilled employee / official,1,none,yes,1,male,married/widowed
471,no checking account,19,delay in paying off in the past,radio/television,3280,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,for free,1,skilled employee / official,1,none,yes,1,male,single
472,no checking account,14,existing credits paid back duly till now,car (new),1211,... < 100 DM,.. >= 7 years,4,co-applicant,4,unknown / no property,20,none,rent,1,unskilled - resident,2,none,yes,1,male,married/widowed
473,no checking account,21,existing credits paid back duly till now,car (used),2018,unknown/ no savings account,4 <= ... < 7 years,3,none,2,if not A121 : building society savings agreement/ life insurance,24,none,rent,1,unskilled - resident,1,none,yes,1,male,single
474,0 <= ... < 200 DM,19,existing credits paid back duly till now,car (new),3751,... < 100 DM,4 <= ... < 7 years,4,none,2,real estate,22,none,own,1,unskilled - resident,1,none,yes,1,male,single
475,< 0 DM,40,critical account/ other credits existing (not at this bank),furniture/equipment,4667,... < 100 DM,... < 1 year,3,none,4,unknown / no property,39,none,own,2,unskilled - resident,1,"yes, registered under the customers name",yes,1,male,divorced/separated/married
476,no checking account,52,delay in paying off in the past,business,4795,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",26,bank,own,2,skilled employee / official,1,none,yes,2,male,single
477,... >= 200 DM / salary assignments for at least 1 year,18,existing credits paid back duly till now,furniture/equipment,1783,... < 100 DM,1 <= ... < 4 years,1,none,1,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,unskilled - resident,1,none,yes,1,male,single
478,no checking account,24,existing credits paid back duly till now,car (used),1553,500 <= ... < 1000 DM,.. >= 7 years,4,none,4,real estate,68,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
479,< 0 DM,22,existing credits paid back duly till now,education,2903,unknown/ no savings account,... < 1 year,1,none,4,real estate,31,bank,own,1,unskilled - resident,1,none,yes,2,male,divorced/separated/married
480,< 0 DM,7,no credits taken/ all credits paid back duly,car (new),1162,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,3,real estate,27,bank,own,1,skilled employee / official,1,none,yes,1,male,married/widowed
481,< 0 DM,18,existing credits paid back duly till now,furniture/equipment,1013,... < 100 DM,1 <= ... < 4 years,2,none,4,if not A121 : building society savings agreement/ life insurance,21,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
482,< 0 DM,16,existing credits paid back duly till now,radio/television,1765,... < 100 DM,1 <= ... < 4 years,3,none,2,real estate,36,none,own,1,skilled employee / official,1,none,yes,1,male,single
483,0 <= ... < 200 DM,6,no credits taken/ all credits paid back duly,car (new),10038,unknown/ no savings account,1 <= ... < 4 years,2,none,2,real estate,46,bank,for free,1,unemployed/ unskilled - non-resident,1,"yes, registered under the customers name",yes,1,male,single
484,0 <= ... < 200 DM,36,existing credits paid back duly till now,radio/television,2293,... < 100 DM,4 <= ... < 7 years,3,none,4,unknown / no property,46,stores,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
485,< 0 DM,6,critical account/ other credits existing (not at this bank),car (new),4669,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",40,none,rent,2,skilled employee / official,1,none,yes,1,male,divorced/separated/married
486,no checking account,10,critical account/ other credits existing (not at this bank),business,2154,unknown/ no savings account,.. >= 7 years,2,none,4,real estate,71,none,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
487,< 0 DM,19,existing credits paid back duly till now,education,5186,500 <= ... < 1000 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",23,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
488,0 <= ... < 200 DM,35,existing credits paid back duly till now,business,2150,unknown/ no savings account,.. >= 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",47,bank,rent,2,skilled employee / official,1,none,yes,2,male,single
489,no checking account,7,delay in paying off in the past,radio/television,1875,... < 100 DM,... < 1 year,4,none,2,if not A121 : building society savings agreement/ life insurance,41,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,married/widowed
490,0 <= ... < 200 DM,35,existing credits paid back duly till now,business,5010,100 <= ... < 500 DM,4 <= ... < 7 years,4,none,4,unknown / no property,46,bank,for free,1,skilled employee / official,2,none,yes,2,male,single
491,no checking account,22,existing credits paid back duly till now,radio/television,1074,... < 100 DM,... < 1 year,3,co-applicant,1,"if not A121/A122 : car or other, not in attribute 6",31,none,own,1,skilled employee / official,1,none,yes,1,male,single
492,0 <= ... < 200 DM,36,delay in paying off in the past,car (used),7787,100 <= ... < 500 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",32,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1,male,single
493,no checking account,22,critical account/ other credits existing (not at this bank),education,2355,... < 100 DM,4 <= ... < 7 years,4,none,4,unknown / no property,38,none,for free,2,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,divorced/separated/married
494,< 0 DM,14,existing credits paid back duly till now,car (used),4565,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,51,none,for free,1,skilled employee / official,2,none,yes,2,female,divorced/separated/married
