,checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,class-label,sex,personal-status
374,no checking account,30,critical account/ other credits existing (not at this bank),education,8728,unknown/ no savings account,.. >= 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",25,stores,own,2,skilled employee / official,1,none,yes,1,male,single
375,no checking account,39,existing credits paid back duly till now,car (used),3568,unknown/ no savings account,1 <= ... < 4 years,4,none,1,"if not A121/A122 : car or other, not in attribute 6",32,stores,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,single
376,< 0 DM,10,existing credits paid back duly till now,car (new),890,unknown/ no savings account,4 <= ... < 7 years,2,none,2,real estate,28,none,own,1,unskilled - resident,1,none,yes,1,male,single
377,< 0 DM,22,existing credits paid back duly till now,radio/television,3407,... < 100 DM,... < 1 year,4,none,4,"if not A121/A122 : car or other, not in attribute 6",30,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
378,0 <= ... < 200 DM,11,critical account/ other credits existing (not at this bank),radio/television,1394,100 <= ... < 500 DM,4 <= ... < 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",29,none,rent,2,skilled employee / official,2,none,yes,1,male,single
379,no checking account,23,existing credits paid back duly till now,radio/television,2945,... < 100 DM,... < 1 year,4,none,1,"if not A121/A122 : car or other, not in attribute 6",40,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,female,divorced/separated
380,< 0 DM,7,existing credits paid back duly till now,car (new),1987,... < 100 DM,... < 1 year,1,co-applicant,1,real estate,68,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
381,no checking account,7,critical account/ other credits existing (not at this bank),car (new),929,... < 100 DM,unemployed,1,none,3,"if not A121/A122 : car or other, not in attribute 6",28,none,own,1,unemployed/ unskilled - non-resident,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
382,< 0 DM,9,existing credits paid back duly till now,car (new),1087,... < 100 DM,1 <= ... < 4 years,4,none,4,real estate,45,none,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,married/widowed
383,< 0 DM,41,delay in paying off in the past,business,3396,... < 100 DM,4 <= ... < 7 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",35,stores,own,2,skilled employee / official,1,none,yes,1,female,married/widowed
384,no checking account,13,critical account/ other credits existing (not at this bank),radio/television,250,100 <= ... < 500 DM,.. >= 7 years,4,none,3,if not A121 : building society savings agreement/ life insurance,63,none,own,2,unskilled - resident,1,none,yes,1,male,single
385,< 0 DM,8,critical account/ other credits existing (not at this bank),car (new),4733,.. >= 1000 DM,unemployed,1,none,4,real estate,55,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1,male,divorced/separated
386,no checking account,9,existing credits paid back duly till now,furniture/equipment,1921,... < 100 DM,... < 1 year,3,none,2,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
387,< 0 DM,9,critical account/ other credits existing (not at this bank),radio/television,5662,... < 100 DM,1 <= ... < 4 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",29,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
388,< 0 DM,11,critical account/ other credits existing (not at this bank),car (new),717,... < 100 DM,4 <= ... < 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,62,none,own,3,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
389,0 <= ... < 200 DM,11,critical account/ other credits existing (not at this bank),business,4003,... < 100 DM,.. >= 7 years,1,guarantor,4,real estate,44,bank,own,2,unskilled - resident,1,none,yes,2,male,single
390,no checking account,35,critical account/ other credits existing (not at this bank),business,3381,... < 100 DM,.. >= 7 years,1,none,3,"if not A121/A122 : car or other, not in attribute 6",33,stores,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
391,0 <= ... < 200 DM,7,critical account/ other credits existing (not at this bank),car (new),992,... < 100 DM,1 <= ... < 4 years,4,none,4,real estate,57,stores,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
392,no checking account,27,delay in paying off in the past,business,3036,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,25,stores,own,2,skilled employee / official,1,none,yes,1,male,single
393,no checking account,12,existing credits paid back duly till now,radio/television,1513,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",35,bank,own,1,unskilled - resident,1,none,yes,1,male,single
394,no checking account,7,critical account/ other credits existing (not at this bank),business,1324,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,55,none,own,2,skilled employee / official,1,none,yes,1,male,single
395,no checking account,14,critical account/ other credits existing (not at this bank),furniture/equipment,1395,.. >= 1000 DM,.. >= 7 years,3,none,3,unknown / no property,28,none,for free,3,skilled employee / official,1,none,yes,1,male,single
396,no checking account,5,critical account/ other credits existing (not at this bank),car (new),617,.. >= 1000 DM,1 <= ... < 4 years,1,none,2,real estate,37,none,rent,2,skilled employee / official,1,none,yes,1,male,single
397,0 <= ... < 200 DM,24,existing credits paid back duly till now,car (new),5493,100 <= ... < 500 DM,... < 1 year,3,guarantor,3,if not A121 : building society savings agreement/ life insurance,27,none,own,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
398,no checking account,8,delay in paying off in the past,business,2323,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,37,bank,own,2,unskilled - resident,1,none,yes,1,male,single
399,0 <= ... < 200 DM,10,existing credits paid back duly till now,car (new),2159,unknown/ no savings account,1 <= ... < 4 years,3,none,2,if not A121 : building society savings agreement/ life insurance,28,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
400,< 0 DM,22,existing credits paid back duly till now,car (used),2667,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,married/widowed
401,no checking account,9,critical account/ other credits existing (not at this bank),furniture/equipment,592,... < 100 DM,1 <= ... < 4 years,4,none,2,if not A121 : building society savings agreement/ life insurance,28,none,own,2,skilled employee / official,1,none,yes,1,male,married/widowed
402,0 <= ... < 200 DM,23,existing credits paid back duly till now,radio/television,1493,... < 100 DM,... < 1 year,4,none,1,"if not A121/A122 : car or other, not in attribute 6",26,bank,own,1,skilled employee / official,1,none,yes,2,male,married/widowed
403,no checking account,15,delay in paying off in the past,car (used),3712,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",23,none,own,2,skilled employee / official,1,none,yes,1,female,divorced/separated/married
404,< 0 DM,5,existing credits paid back duly till now,furniture/equipment,499,... < 100 DM,... < 1 year,4,none,1,real estate,33,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
405,< 0 DM,10,existing credits paid back duly till now,car (new),3650,... < 100 DM,... < 1 year,2,none,1,if not A121 : building society savings agreement/ life insurance,24,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
406,0 <= ... < 200 DM,14,all credits at this bank paid back duly,furniture/equipment,955,... < 100 DM,4 <= ... < 7 years,2,co-applicant,3,real estate,23,bank,own,4,unskilled - resident,2,none,yes,1,male,single
407,... >= 200 DM / salary assignments for at least 1 year,22,critical account/ other credits existing (not at this bank),radio/television,806,... < 100 DM,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",52,bank,own,1,skilled employee / official,1,none,yes,1,male,single
408,0 <= ... < 200 DM,31,existing credits paid back duly till now,radio/television,6735,unknown/ no savings account,1 <= ... < 4 years,3,none,1,real estate,30,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
409,no checking account,7,existing credits paid back duly till now,car (new),1180,500 <= ... < 1000 DM,unemployed,1,none,4,if not A121 : building society savings agreement/ life insurance,27,none,own,1,unemployed/ unskilled - non-resident,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
410,no checking account,6,delay in paying off in the past,education,1230,... < 100 DM,.. >= 7 years,4,none,4,real estate,45,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,single
411,0 <= ... < 200 DM,12,critical account/ other credits existing (not at this bank),radio/television,936,.. >= 1000 DM,1 <= ... < 4 years,3,none,2,real estate,57,none,own,2,unskilled - resident,1,none,yes,1,female,single
412,no checking account,11,critical account/ other credits existing (not at this bank),furniture/equipment,682,... < 100 DM,4 <= ... < 7 years,3,none,4,if not A121 : building society savings agreement/ life insurance,35,none,own,3,unskilled - resident,1,none,yes,1,female,divorced/separated/married
413,no checking account,23,delay in paying off in the past,radio/television,1839,unknown/ no savings account,.. >= 7 years,4,none,1,"if not A121/A122 : car or other, not in attribute 6",56,bank,own,2,skilled employee / official,1,none,yes,1,male,single
414,0 <= ... < 200 DM,43,existing credits paid back duly till now,furniture/equipment,18038,unknown/ no savings account,4 <= ... < 7 years,3,none,2,if not A121 : building society savings agreement/ life insurance,35,none,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,2,male,single
415,< 0 DM,11,critical account/ other credits existing (not at this bank),car (new),924,... < 100 DM,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,30,none,own,2,unskilled - resident,1,none,yes,1,female,divorced/separated/married
416,0 <= ... < 200 DM,38,existing credits paid back duly till now,furniture/equipment,5525,... < 100 DM,1 <= ... < 4 years,2,guarantor,2,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,2,male,divorced/separated
417,< 0 DM,24,existing credits paid back duly till now,furniture/equipment,1945,... < 100 DM,4 <= ... < 7 years,4,none,4,unknown / no property,28,none,for free,1,skilled employee / official,1,none,yes,1,male,single
418,no checking account,23,all credits at this bank paid back duly,radio/television,3673,unknown/ no savings account,... < 1 year,4,none,1,real estate,58,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
419,no checking account,24,delay in paying off in the past,education,930,100 <= ... < 500 DM,4 <= ... < 7 years,4,none,1,if not A121 : building society savings agreement/ life insurance,28,none,own,2,skilled employee / official,1,none,yes,2,male,single
420,no checking account,23,delay in paying off in the past,car (used),2988,... < 100 DM,1 <= ... < 4 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
421,0 <= ... < 200 DM,46,no credits taken/ all credits paid back duly,business,15909,.. >= 1000 DM,1 <= ... < 4 years,2,none,2,unknown / no property,41,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
422,... >= 200 DM / salary assignments for at least 1 year,22,critical account/ other credits existing (not at this bank),education,3571,... < 100 DM,.. >= 7 years,4,none,4,real estate,25,none,own,2,skilled employee / official,1,none,yes,1,male,single
423,no checking account,10,existing credits paid back duly till now,business,2997,.. >= 1000 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",23,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
424,< 0 DM,24,existing credits paid back duly till now,car (used),5027,100 <= ... < 500 DM,... < 1 year,4,none,4,real estate,36,stores,for free,1,skilled employee / official,1,none,yes,2,male,single
425,< 0 DM,10,existing credits paid back duly till now,car (new),1152,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,35,none,for free,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
426,no checking account,37,critical account/ other credits existing (not at this bank),car (used),2202,... < 100 DM,1 <= ... < 4 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",27,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
427,< 0 DM,21,existing credits paid back duly till now,car (new),1038,... < 100 DM,... < 1 year,4,none,1,real estate,26,none,own,1,skilled employee / official,1,none,no,2,male,single
428,0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,1139,100 <= ... < 500 DM,.. >= 7 years,4,none,1,"if not A121/A122 : car or other, not in attribute 6",28,none,own,1,skilled employee / official,1,none,yes,1,male,single
429,0 <= ... < 200 DM,35,existing credits paid back duly till now,car (used),7991,500 <= ... < 1000 DM,1 <= ... < 4 years,4,none,4,unknown / no property,63,none,for free,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
430,no checking account,21,critical account/ other credits existing (not at this bank),car (new),6291,... < 100 DM,1 <= ... < 4 years,4,guarantor,2,"if not A121/A122 : car or other, not in attribute 6",40,none,own,2,skilled employee / official,1,none,yes,1,male,married/widowed
431,0 <= ... < 200 DM,25,existing credits paid back duly till now,radio/television,1118,... < 100 DM,4 <= ... < 7 years,1,none,4,"if not A121/A122 : car or other, not in attribute 6",26,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
432,... >= 200 DM / salary assignments for at least 1 year,27,existing credits paid back duly till now,radio/television,1705,... < 100 DM,.. >= 7 years,4,none,4,real estate,49,none,own,1,unskilled - resident,1,none,yes,1,male,single
433,< 0 DM,11,critical account/ other credits existing (not at this bank),car (new),977,.. >= 1000 DM,4 <= ... < 7 years,3,none,4,if not A121 : building society savings agreement/ life insurance,31,none,rent,2,skilled employee / official,1,none,yes,1,female,divorced/separated/married
434,no checking account,33,existing credits paid back duly till now,car (used),6485,unknown/ no savings account,1 <= ... < 4 years,1,none,4,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
435,< 0 DM,9,existing credits paid back duly till now,furniture/equipment,1326,... < 100 DM,... < 1 year,4,none,4,if not A121 : building society savings agreement/ life insurance,27,none,rent,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
436,< 0 DM,4,critical account/ other credits existing (not at this bank),car (new),5296,... < 100 DM,.. >= 7 years,2,none,3,if not A121 : building society savings agreement/ life insurance,29,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
437,no checking account,46,existing credits paid back duly till now,radio/television,1160,unknown/ no savings account,4 <= ... < 7 years,4,none,1,"if not A121/A122 : car or other, not in attribute 6",37,none,own,2,skilled employee / official,1,none,yes,1,male,single
438,... >= 200 DM / salary assignments for at least 1 year,24,existing credits paid back duly till now,radio/television,1481,... < 100 DM,1 <= ... < 4 years,4,guarantor,1,real estate,28,bank,own,1,unskilled - resident,1,none,yes,1,male,single
439,< 0 DM,13,existing credits paid back duly till now,furniture/equipment,1065,... < 100 DM,4 <= ... < 7 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
440,< 0 DM,10,all credits at this bank paid back duly,furniture/equipment,4007,... < 100 DM,... < 1 year,2,none,2,if not A121 : building society savings agreement/ life insurance,24,bank,own,1,unskilled - resident,1,none,yes,1,male,single
441,< 0 DM,21,all credits at this bank paid back duly,radio/television,1340,... < 100 DM,... < 1 year,4,none,4,real estate,25,none,rent,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
442,no checking account,23,existing credits paid back duly till now,car (new),1681,... < 100 DM,.. >= 7 years,4,none,3,unknown / no property,37,bank,for free,1,unskilled - resident,2,none,yes,1,male,single
443,no checking account,12,existing credits paid back duly till now,radio/television,503,100 <= ... < 500 DM,unemployed,4,none,3,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,unskilled - resident,1,none,yes,1,male,married/widowed
444,< 0 DM,8,critical account/ other credits existing (not at this bank),radio/television,590,... < 100 DM,1 <= ... < 4 years,4,guarantor,2,real estate,55,none,own,2,unskilled - resident,1,none,yes,1,male,married/widowed
445,< 0 DM,8,existing credits paid back duly till now,furniture/equipment,943,... < 100 DM,4 <= ... < 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,unskilled - resident,1,none,yes,1,female,single
446,0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,2757,unknown/ no savings account,1 <= ... < 4 years,4,none,1,unknown / no property,59,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
447,no checking account,24,existing credits paid back duly till now,others,8215,unknown/ no savings account,.. >= 7 years,4,none,4,unknown / no property,53,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
448,0 <= ... < 200 DM,17,critical account/ other credits existing (not at this bank),radio/television,1566,500 <= ... < 1000 DM,4 <= ... < 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",27,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
449,< 0 DM,24,critical account/ other credits existing (not at this bank),radio/television,897,unknown/ no savings account,4 <= ... < 7 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",31,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
450,< 0 DM,22,existing credits paid back duly till now,radio/television,2793,... < 100 DM,4 <= ... < 7 years,4,none,4,real estate,30,none,own,1,skilled employee / official,1,none,yes,2,male,single
451,< 0 DM,22,existing credits paid back duly till now,furniture/equipment,1900,unknown/ no savings account,... < 1 year,4,co-applicant,4,real estate,38,bank,own,1,unskilled - resident,2,"yes, registered under the customers name",yes,2,male,divorced/separated
452,< 0 DM,24,existing credits paid back duly till now,furniture/equipment,3283,... < 100 DM,... < 1 year,4,none,4,if not A121 : building society savings agreement/ life insurance,58,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
453,no checking account,9,existing credits paid back duly till now,furniture/equipment,405,... < 100 DM,... < 1 year,4,none,3,if not A121 : building society savings agreement/ life insurance,43,none,rent,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,male,single
454,< 0 DM,15,no credits taken/ all credits paid back duly,repairs,3454,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,38,bank,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,2,male,single
455,no checking account,33,existing credits paid back duly till now,business,16465,unknown/ no savings account,4 <= ... < 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",40,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
456,no checking account,4,critical account/ other credits existing (not at this bank),radio/television,783,.. >= 1000 DM,1 <= ... < 4 years,2,none,2,real estate,32,none,own,2,skilled employee / official,1,none,yes,1,male,single
457,0 <= ... < 200 DM,20,critical account/ other credits existing (not at this bank),radio/television,1084,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",42,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
458,no checking account,6,existing credits paid back duly till now,car (new),778,... < 100 DM,... < 1 year,4,none,2,if not A121 : building society savings agreement/ life insurance,27,none,own,1,unemployed/ unskilled - non-resident,1,none,no,1,female,divorced/separated/married
459,no checking account,21,existing credits paid back duly till now,education,1467,... < 100 DM,1 <= ... < 4 years,1,none,4,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
460,no checking account,12,delay in paying off in the past,business,2547,.. >= 1000 DM,1 <= ... < 4 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",30,none,own,2,unemployed/ unskilled - non-resident,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
461,0 <= ... < 200 DM,9,critical account/ other credits existing (not at this bank),radio/television,1138,... < 100 DM,.. >= 7 years,4,none,4,real estate,28,none,own,2,skilled employee / official,1,none,yes,1,male,single
462,0 <= ... < 200 DM,41,critical account/ other credits existing (not at this bank),radio/television,3923,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",29,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
463,no checking account,8,existing credits paid back duly till now,furniture/equipment,250,... < 100 DM,... < 1 year,4,none,4,if not A121 : building society savings agreement/ life insurance,22,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
464,no checking account,30,existing credits paid back duly till now,furniture/equipment,7344,unknown/ no savings account,1 <= ... < 4 years,4,none,2,real estate,33,none,own,1,skilled employee / official,1,none,yes,2,male,single
465,no checking account,5,existing credits paid back duly till now,car (new),750,.. >= 1000 DM,1 <= ... < 4 years,1,none,1,real estate,41,none,own,1,unskilled - resident,2,none,yes,1,male,single
466,no checking account,23,existing credits paid back duly till now,car (used),9408,... < 100 DM,.. >= 7 years,1,none,4,unknown / no property,59,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
467,< 0 DM,22,critical account/ other credits existing (not at this bank),car (new),2809,... < 100 DM,4 <= ... < 7 years,2,none,2,if not A121 : building society savings agreement/ life insurance,30,none,rent,1,unskilled - resident,1,none,yes,1,male,single
468,0 <= ... < 200 DM,9,existing credits paid back duly till now,radio/television,1752,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,32,none,own,1,skilled employee / official,2,none,yes,2,male,single
469,< 0 DM,9,critical account/ other credits existing (not at this bank),car (new),4479,unknown/ no savings account,4 <= ... < 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",31,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
470,no checking account,8,critical account/ other credits existing (not at this bank),car (new),2535,... < 100 DM,1 <= ... < 4 years,1,none,2,if not A121 : building society savings agreement/ life insurance,29,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
471,no checking account,5,no credits taken/ all credits paid back duly,business,922,.. >= 1000 DM,1 <= ... < 4 years,4,none,2,if not A121 : building society savings agreement/ life insurance,39,none,own,2,skilled employee / official,1,none,yes,1,male,married/widowed
472,0 <= ... < 200 DM,36,existing credits paid back duly till now,retraining,9476,unknown/ no savings account,1 <= ... < 4 years,4,none,2,if not A121 : building society savings agreement/ life insurance,44,bank,rent,1,unskilled - resident,1,none,yes,2,male,divorced/separated
473,0 <= ... < 200 DM,26,existing credits paid back duly till now,radio/television,3218,unknown/ no savings account,1 <= ... < 4 years,4,none,1,if not A121 : building society savings agreement/ life insurance,29,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
474,no checking account,33,existing credits paid back duly till now,education,6085,unknown/ no savings account,4 <= ... < 7 years,4,none,4,unknown / no property,31,none,for free,2,skilled employee / official,1,none,yes,1,male,single
475,no checking account,22,critical account/ other credits existing (not at this bank),radio/television,3872,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,72,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
476,0 <= ... < 200 DM,38,critical account/ other credits existing (not at this bank),radio/television,7040,100 <= ... < 500 DM,4 <= ... < 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,2,skilled employee / official,1,none,yes,1,female,divorced/separated/married
477,< 0 DM,22,existing credits paid back duly till now,car (new),1835,... < 100 DM,... < 1 year,4,none,4,"if not A121/A122 : car or other, not in attribute 6",28,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
478,no checking account,7,existing credits paid back duly till now,furniture/equipment,933,500 <= ... < 1000 DM,... < 1 year,1,none,3,if not A121 : building society savings agreement/ life insurance,31,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
479,no checking account,7,critical account/ other credits existing (not at this bank),furniture/equipment,1266,... < 100 DM,1 <= ... < 4 years,3,none,2,real estate,28,none,own,2,unskilled - resident,1,none,yes,1,male,divorced/separated
480,< 0 DM,13,existing credits paid back duly till now,education,1391,100 <= ... < 500 DM,.. >= 7 years,4,none,3,unknown / no property,67,stores,for free,2,skilled employee / official,2,none,yes,2,male,single
481,0 <= ... < 200 DM,33,existing credits paid back duly till now,business,1294,... < 100 DM,1 <= ... < 4 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",40,none,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,single
482,< 0 DM,24,critical account/ other credits existing (not at this bank),furniture/equipment,2801,... < 100 DM,.. >= 7 years,3,none,4,real estate,41,none,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,single
483,... >= 200 DM / salary assignments for at least 1 year,34,existing credits paid back duly till now,radio/television,4496,unknown/ no savings account,.. >= 7 years,2,co-applicant,4,real estate,48,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
484,< 0 DM,22,existing credits paid back duly till now,education,6458,... < 100 DM,1 <= ... < 4 years,4,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",29,none,rent,1,skilled employee / official,2,none,yes,2,male,single
485,0 <= ... < 200 DM,27,all credits at this bank paid back duly,furniture/equipment,2932,500 <= ... < 1000 DM,unemployed,1,none,4,"if not A121/A122 : car or other, not in attribute 6",22,bank,rent,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
486,no checking account,10,critical account/ other credits existing (not at this bank),business,815,unknown/ no savings account,4 <= ... < 7 years,4,none,1,if not A121 : building society savings agreement/ life insurance,50,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,divorced/separated
487,0 <= ... < 200 DM,42,critical account/ other credits existing (not at this bank),car (new),5486,unknown/ no savings account,.. >= 7 years,4,none,4,unknown / no property,27,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,single
488,no checking account,8,existing credits paid back duly till now,education,844,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,39,none,own,1,unskilled - resident,1,none,yes,1,male,single
489,0 <= ... < 200 DM,11,existing credits paid back duly till now,car (new),874,... < 100 DM,... < 1 year,1,none,4,if not A121 : building society savings agreement/ life insurance,28,none,own,2,skilled employee / official,1,none,yes,2,female,divorced/separated/married
490,no checking account,9,critical account/ other credits existing (not at this bank),business,2530,... < 100 DM,1 <= ... < 4 years,2,none,2,if not A121 : building society savings agreement/ life insurance,30,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated
491,no checking account,6,existing credits paid back duly till now,furniture/equipment,588,.. >= 1000 DM,unemployed,3,none,2,if not A121 : building society savings agreement/ life insurance,40,none,own,1,unemployed/ unskilled - non-resident,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
492,no checking account,8,critical account/ other credits existing (not at this bank),business,805,... < 100 DM,1 <= ... < 4 years,3,none,2,real estate,41,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,married/widowed
493,< 0 DM,13,existing credits paid back duly till now,car (new),590,... < 100 DM,4 <= ... < 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,24,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
494,no checking account,23,existing credits paid back duly till now,furniture/equipment,977,... < 100 DM,1 <= ... < 4 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",49,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
495,< 0 DM,38,existing credits paid back duly till now,furniture/equipment,1176,unknown/ no savings account,.. >= 7 years,4,none,2,if not A121 : building society savings agreement/ life insurance,38,stores,own,1,skilled employee / official,1,none,yes,2,male,divorced/separated
496,no checking account,8,critical account/ other credits existing (not at this bank),radio/television,665,100 <= ... < 500 DM,.. >= 7 years,4,none,4,real estate,58,bank,own,2,skilled employee / official,2,none,yes,1,male,single
497,no checking account,30,delay in paying off in the past,business,4005,... < 100 DM,.. >= 7 years,4,none,2,unknown / no property,29,none,for free,2,skilled employee / official,1,none,yes,1,male,single
498,no checking account,28,critical account/ other credits existing (not at this bank),radio/television,3535,unknown/ no savings account,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",61,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
