,checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,class-label,sex,personal-status
374,... >= 200 DM / salary assignments for at least 1 year,35,existing credits paid back duly till now,radio/television,7391,... < 100 DM,4 <= ... < 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,skilled employee / official,1,none,yes,2,male,single
375,< 0 DM,36,existing credits paid back duly till now,car (used),3616,... < 100 DM,... < 1 year,4,none,2,if not A121 : building society savings agreement/ life insurance,25,none,own,2,unskilled - resident,1,none,yes,2,female,divorced/separated/married
376,... >= 200 DM / salary assignments for at least 1 year,11,existing credits paid back duly till now,business,1234,... < 100 DM,1 <= ... < 4 years,4,none,2,if not A121 : building society savings agreement/ life insurance,31,none,own,1,skilled employee / official,1,none,yes,1,male,divorced/separated
377,< 0 DM,12,existing credits paid back duly till now,radio/television,649,... < 100 DM,... < 1 year,4,none,3,unknown / no property,39,stores,own,2,unskilled - resident,1,none,yes,2,male,single
378,0 <= ... < 200 DM,12,existing credits paid back duly till now,radio/television,1317,... < 100 DM,... < 1 year,2,none,2,real estate,23,none,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
379,0 <= ... < 200 DM,12,existing credits paid back duly till now,furniture/equipment,2051,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,26,none,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
380,0 <= ... < 200 DM,72,existing credits paid back duly till now,car (used),18424,... < 100 DM,1 <= ... < 4 years,2,none,2,real estate,74,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
381,< 0 DM,36,existing credits paid back duly till now,radio/television,1482,... < 100 DM,1 <= ... < 4 years,4,none,3,unknown / no property,28,bank,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
382,no checking account,15,existing credits paid back duly till now,education,3080,100 <= ... < 500 DM,4 <= ... < 7 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",31,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1,male,single
383,no checking account,6,critical account/ other credits existing (not at this bank),radio/television,488,500 <= ... < 1000 DM,... < 1 year,4,none,4,if not A121 : building society savings agreement/ life insurance,47,none,own,2,unskilled - resident,1,none,yes,1,female,divorced/separated/married
384,no checking account,36,critical account/ other credits existing (not at this bank),car (used),8422,unknown/ no savings account,4 <= ... < 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
385,0 <= ... < 200 DM,33,delay in paying off in the past,business,6894,unknown/ no savings account,unemployed,4,none,4,unknown / no property,55,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
386,< 0 DM,29,existing credits paid back duly till now,furniture/equipment,4108,... < 100 DM,1 <= ... < 4 years,4,none,4,real estate,22,none,own,1,skilled employee / official,1,none,yes,2,male,single
387,... >= 200 DM / salary assignments for at least 1 year,18,existing credits paid back duly till now,car (new),1525,.. >= 1000 DM,1 <= ... < 4 years,4,none,4,unknown / no property,41,none,for free,1,skilled employee / official,1,none,yes,1,male,single
388,no checking account,6,critical account/ other credits existing (not at this bank),furniture/equipment,763,... < 100 DM,4 <= ... < 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",25,none,own,2,skilled employee / official,1,none,yes,1,male,single
389,< 0 DM,8,existing credits paid back duly till now,furniture/equipment,1878,.. >= 1000 DM,... < 1 year,1,none,3,if not A121 : building society savings agreement/ life insurance,33,none,own,1,unskilled - resident,2,none,yes,1,male,single
390,< 0 DM,33,existing credits paid back duly till now,car (new),3737,unknown/ no savings account,... < 1 year,1,none,4,"if not A121/A122 : car or other, not in attribute 6",23,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,2,female,divorced/separated/married
391,no checking account,15,existing credits paid back duly till now,furniture/equipment,1222,... < 100 DM,... < 1 year,4,none,2,if not A121 : building society savings agreement/ life insurance,23,none,rent,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
392,0 <= ... < 200 DM,36,existing credits paid back duly till now,radio/television,7680,100 <= ... < 500 DM,4 <= ... < 7 years,1,none,4,real estate,26,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
393,0 <= ... < 200 DM,72,all credits at this bank paid back duly,car (used),18424,... < 100 DM,1 <= ... < 4 years,2,none,2,unknown / no property,74,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
394,0 <= ... < 200 DM,72,no credits taken/ all credits paid back duly,car (used),18424,... < 100 DM,1 <= ... < 4 years,2,none,2,unknown / no property,74,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
395,... >= 200 DM / salary assignments for at least 1 year,6,existing credits paid back duly till now,radio/television,2102,... < 100 DM,1 <= ... < 4 years,2,none,4,real estate,42,none,own,1,skilled employee / official,1,none,yes,1,male,single
396,< 0 DM,24,existing credits paid back duly till now,car (new),1433,500 <= ... < 1000 DM,unemployed,4,none,4,if not A121 : building society savings agreement/ life insurance,29,none,rent,1,unemployed/ unskilled - non-resident,1,none,yes,2,female,divorced/separated/married
397,< 0 DM,11,existing credits paid back duly till now,furniture/equipment,2753,unknown/ no savings account,... < 1 year,1,none,1,real estate,31,none,own,1,unskilled - resident,2,none,yes,1,male,single
398,no checking account,36,critical account/ other credits existing (not at this bank),radio/television,8195,... < 100 DM,1 <= ... < 4 years,1,none,4,"if not A121/A122 : car or other, not in attribute 6",32,none,own,2,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,1,male,single
399,no checking account,61,existing credits paid back duly till now,business,10573,unknown/ no savings account,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",35,none,own,1,skilled employee / official,2,none,yes,1,male,single
400,no checking account,12,existing credits paid back duly till now,car (new),1630,... < 100 DM,1 <= ... < 4 years,4,none,2,if not A121 : building society savings agreement/ life insurance,27,none,own,1,unskilled - resident,1,none,yes,2,male,single
401,< 0 DM,13,existing credits paid back duly till now,radio/television,1268,unknown/ no savings account,1 <= ... < 4 years,4,none,1,"if not A121/A122 : car or other, not in attribute 6",21,none,own,1,skilled employee / official,1,none,yes,1,male,married/widowed
402,0 <= ... < 200 DM,24,existing credits paid back duly till now,furniture/equipment,3849,... < 100 DM,1 <= ... < 4 years,1,none,4,if not A121 : building society savings agreement/ life insurance,24,none,rent,2,unskilled - resident,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
403,no checking account,24,critical account/ other credits existing (not at this bank),car (new),3243,... < 100 DM,1 <= ... < 4 years,4,none,1,if not A121 : building society savings agreement/ life insurance,33,none,rent,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
404,... >= 200 DM / salary assignments for at least 1 year,24,delay in paying off in the past,radio/television,1496,... < 100 DM,1 <= ... < 4 years,3,none,2,if not A121 : building society savings agreement/ life insurance,27,none,own,2,unskilled - resident,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
405,no checking account,34,critical account/ other credits existing (not at this bank),radio/television,3050,unknown/ no savings account,1 <= ... < 4 years,4,none,4,if not A121 : building society savings agreement/ life insurance,37,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
406,no checking account,24,existing credits paid back duly till now,car (used),6578,unknown/ no savings account,4 <= ... < 7 years,3,none,4,unknown / no property,34,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
407,no checking account,12,existing credits paid back duly till now,repairs,530,500 <= ... < 1000 DM,.. >= 7 years,4,guarantor,2,real estate,45,bank,own,1,unskilled - resident,1,none,yes,1,male,single
408,0 <= ... < 200 DM,32,delay in paying off in the past,radio/television,5473,... < 100 DM,4 <= ... < 7 years,2,none,3,if not A121 : building society savings agreement/ life insurance,28,none,own,2,skilled employee / official,1,none,yes,2,male,single
409,< 0 DM,12,all credits at this bank paid back duly,education,966,... < 100 DM,1 <= ... < 4 years,4,none,4,unknown / no property,25,none,rent,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
410,0 <= ... < 200 DM,18,existing credits paid back duly till now,furniture/equipment,2366,... < 100 DM,1 <= ... < 4 years,4,none,3,if not A121 : building society savings agreement/ life insurance,30,none,own,1,unskilled - resident,1,none,yes,2,male,single
411,< 0 DM,24,existing credits paid back duly till now,car (new),3255,... < 100 DM,4 <= ... < 7 years,4,guarantor,2,"if not A121/A122 : car or other, not in attribute 6",26,bank,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated
412,... >= 200 DM / salary assignments for at least 1 year,17,existing credits paid back duly till now,radio/television,3629,... < 100 DM,1 <= ... < 4 years,3,none,2,real estate,39,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
413,no checking account,24,existing credits paid back duly till now,furniture/equipment,9634,... < 100 DM,4 <= ... < 7 years,2,none,4,if not A121 : building society savings agreement/ life insurance,27,stores,rent,1,skilled employee / official,1,none,yes,1,male,single
414,0 <= ... < 200 DM,18,existing credits paid back duly till now,radio/television,2492,... < 100 DM,... < 1 year,3,none,2,real estate,40,none,own,1,skilled employee / official,1,none,yes,1,male,divorced/separated
415,< 0 DM,34,existing credits paid back duly till now,radio/television,4350,... < 100 DM,1 <= ... < 4 years,4,none,4,if not A121 : building society savings agreement/ life insurance,28,none,own,3,skilled employee / official,1,none,yes,1,male,single
416,0 <= ... < 200 DM,24,critical account/ other credits existing (not at this bank),furniture/equipment,2892,unknown/ no savings account,1 <= ... < 4 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",23,none,rent,2,skilled employee / official,1,none,yes,1,female,divorced/separated/married
417,no checking account,16,delay in paying off in the past,car (new),1451,unknown/ no savings account,.. >= 7 years,4,none,1,real estate,42,none,own,2,skilled employee / official,1,none,yes,2,male,single
418,no checking account,24,critical account/ other credits existing (not at this bank),furniture/equipment,5009,100 <= ... < 500 DM,.. >= 7 years,4,none,4,unknown / no property,37,none,for free,3,skilled employee / official,2,none,yes,1,male,single
419,... >= 200 DM / salary assignments for at least 1 year,9,existing credits paid back duly till now,furniture/equipment,3169,... < 100 DM,.. >= 7 years,1,guarantor,4,if not A121 : building society savings agreement/ life insurance,57,none,own,1,skilled employee / official,1,none,yes,1,male,divorced/separated
420,no checking account,24,critical account/ other credits existing (not at this bank),radio/television,3950,unknown/ no savings account,4 <= ... < 7 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",25,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
421,< 0 DM,12,critical account/ other credits existing (not at this bank),radio/television,1873,... < 100 DM,.. >= 7 years,2,none,4,if not A121 : building society savings agreement/ life insurance,63,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,male,single
422,no checking account,45,existing credits paid back duly till now,radio/television,8855,... < 100 DM,4 <= ... < 7 years,4,none,2,if not A121 : building society savings agreement/ life insurance,32,none,own,1,skilled employee / official,1,none,yes,1,male,divorced/separated
423,0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,4110,100 <= ... < 500 DM,4 <= ... < 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",21,none,own,1,skilled employee / official,1,none,yes,2,male,single
424,... >= 200 DM / salary assignments for at least 1 year,24,existing credits paid back duly till now,education,2362,... < 100 DM,unemployed,4,none,2,if not A121 : building society savings agreement/ life insurance,38,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,divorced/separated
425,0 <= ... < 200 DM,11,delay in paying off in the past,car (new),1273,.. >= 1000 DM,.. >= 7 years,3,none,3,real estate,53,bank,for free,3,management/ self-employed/ highly qualified employee/ officer,2,none,yes,1,male,single
426,no checking account,36,critical account/ other credits existing (not at this bank),car (used),4658,... < 100 DM,4 <= ... < 7 years,4,none,4,real estate,33,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
427,0 <= ... < 200 DM,7,existing credits paid back duly till now,furniture/equipment,703,... < 100 DM,1 <= ... < 4 years,4,none,3,real estate,25,none,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
428,0 <= ... < 200 DM,12,critical account/ other credits existing (not at this bank),radio/television,1778,unknown/ no savings account,4 <= ... < 7 years,2,none,2,if not A121 : building society savings agreement/ life insurance,39,none,own,1,skilled employee / official,1,none,yes,1,male,married/widowed
429,no checking account,24,delay in paying off in the past,car (new),3338,... < 100 DM,4 <= ... < 7 years,2,none,2,if not A121 : building society savings agreement/ life insurance,35,stores,own,1,skilled employee / official,1,none,yes,2,male,single
430,< 0 DM,18,existing credits paid back duly till now,education,1541,... < 100 DM,4 <= ... < 7 years,4,none,4,real estate,27,none,rent,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
431,0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,3187,unknown/ no savings account,.. >= 7 years,4,none,2,if not A121 : building society savings agreement/ life insurance,46,none,own,1,skilled employee / official,1,none,yes,1,male,single
432,0 <= ... < 200 DM,24,critical account/ other credits existing (not at this bank),car (used),4594,unknown/ no savings account,4 <= ... < 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",35,none,own,1,skilled employee / official,1,none,yes,1,male,single
433,no checking account,24,delay in paying off in the past,radio/television,1398,unknown/ no savings account,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",36,none,own,1,skilled employee / official,1,none,yes,1,male,single
434,0 <= ... < 200 DM,11,existing credits paid back duly till now,radio/television,1161,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,32,none,own,1,skilled employee / official,1,none,yes,1,male,single
435,0 <= ... < 200 DM,24,existing credits paid back duly till now,car (new),5681,unknown/ no savings account,... < 1 year,3,none,4,real estate,48,none,own,1,skilled employee / official,2,none,yes,2,male,single
436,... >= 200 DM / salary assignments for at least 1 year,24,existing credits paid back duly till now,domestic appliances,2532,unknown/ no savings account,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",34,none,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,single
437,no checking account,4,critical account/ other credits existing (not at this bank),car (new),250,... < 100 DM,... < 1 year,4,none,4,real estate,74,none,own,1,unskilled - resident,1,none,yes,1,male,divorced/separated/married
438,no checking account,18,delay in paying off in the past,car (used),3553,... < 100 DM,4 <= ... < 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",28,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
439,< 0 DM,21,existing credits paid back duly till now,car (new),4104,... < 100 DM,4 <= ... < 7 years,1,none,4,"if not A121/A122 : car or other, not in attribute 6",38,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
440,no checking account,11,existing credits paid back duly till now,radio/television,744,... < 100 DM,1 <= ... < 4 years,4,guarantor,2,real estate,24,none,own,1,skilled employee / official,1,none,yes,1,male,married/widowed
441,no checking account,16,existing credits paid back duly till now,car (new),3712,unknown/ no savings account,1 <= ... < 4 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",25,none,rent,1,skilled employee / official,1,none,yes,1,male,single
442,... >= 200 DM / salary assignments for at least 1 year,9,existing credits paid back duly till now,repairs,1730,... < 100 DM,1 <= ... < 4 years,1,none,4,if not A121 : building society savings agreement/ life insurance,25,none,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
443,no checking account,18,critical account/ other credits existing (not at this bank),radio/television,2623,500 <= ... < 1000 DM,1 <= ... < 4 years,3,none,1,real estate,34,none,own,2,skilled employee / official,1,none,yes,1,female,divorced/separated/married
444,no checking account,24,existing credits paid back duly till now,car (new),1709,... < 100 DM,4 <= ... < 7 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",32,none,own,1,skilled employee / official,2,none,yes,1,male,married/widowed
445,no checking account,18,existing credits paid back duly till now,business,3123,... < 100 DM,.. >= 7 years,2,none,3,real estate,47,none,own,1,unskilled - resident,1,none,yes,1,male,single
446,no checking account,24,delay in paying off in the past,car (used),4011,unknown/ no savings account,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",51,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
447,0 <= ... < 200 DM,9,existing credits paid back duly till now,radio/television,998,unknown/ no savings account,1 <= ... < 4 years,4,none,2,real estate,28,none,own,1,skilled employee / official,1,none,yes,1,male,married/widowed
448,0 <= ... < 200 DM,11,existing credits paid back duly till now,repairs,1706,... < 100 DM,1 <= ... < 4 years,4,none,3,if not A121 : building society savings agreement/ life insurance,27,none,rent,2,skilled employee / official,1,none,yes,1,male,single
449,no checking account,5,existing credits paid back duly till now,furniture/equipment,1383,... < 100 DM,... < 1 year,1,none,1,if not A121 : building society savings agreement/ life insurance,21,none,rent,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
450,no checking account,24,delay in paying off in the past,radio/television,4476,unknown/ no savings account,.. >= 7 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",31,none,own,1,skilled employee / official,1,none,yes,1,male,single
451,0 <= ... < 200 DM,24,existing credits paid back duly till now,car (used),3053,... < 100 DM,1 <= ... < 4 years,4,none,4,unknown / no property,42,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,single
452,< 0 DM,22,critical account/ other credits existing (not at this bank),car (new),3362,... < 100 DM,4 <= ... < 7 years,4,co-applicant,1,unknown / no property,29,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
453,no checking account,12,existing credits paid back duly till now,car (new),2560,.. >= 1000 DM,.. >= 7 years,1,none,4,"if not A121/A122 : car or other, not in attribute 6",27,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
454,< 0 DM,11,existing credits paid back duly till now,car (new),1297,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,53,none,for free,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
455,no checking account,8,existing credits paid back duly till now,radio/television,1492,... < 100 DM,.. >= 7 years,2,none,4,unknown / no property,54,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
456,0 <= ... < 200 DM,23,existing credits paid back duly till now,furniture/equipment,1094,... < 100 DM,1 <= ... < 4 years,4,none,4,real estate,23,none,own,1,skilled employee / official,1,none,yes,1,male,married/widowed
457,0 <= ... < 200 DM,12,delay in paying off in the past,radio/television,2071,... < 100 DM,1 <= ... < 4 years,3,none,3,real estate,35,none,own,1,unskilled - resident,2,none,yes,1,male,single
458,no checking account,12,critical account/ other credits existing (not at this bank),radio/television,1288,... < 100 DM,1 <= ... < 4 years,2,none,2,real estate,34,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
459,no checking account,24,existing credits paid back duly till now,furniture/equipment,2716,100 <= ... < 500 DM,1 <= ... < 4 years,2,none,4,unknown / no property,29,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
460,< 0 DM,12,existing credits paid back duly till now,business,3535,... < 100 DM,... < 1 year,2,none,2,real estate,27,none,own,1,skilled employee / official,1,none,yes,1,male,single
461,< 0 DM,15,existing credits paid back duly till now,furniture/equipment,1102,unknown/ no savings account,4 <= ... < 7 years,4,none,1,"if not A121/A122 : car or other, not in attribute 6",28,none,own,1,unskilled - resident,2,none,yes,1,male,single
462,no checking account,16,existing credits paid back duly till now,education,1323,... < 100 DM,... < 1 year,4,none,4,if not A121 : building society savings agreement/ life insurance,23,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
463,no checking account,16,delay in paying off in the past,car (new),1430,unknown/ no savings account,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",40,none,own,2,unskilled - resident,1,none,yes,2,male,single
464,0 <= ... < 200 DM,10,existing credits paid back duly till now,radio/television,2578,... < 100 DM,1 <= ... < 4 years,4,none,1,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,divorced/separated
465,no checking account,15,existing credits paid back duly till now,radio/television,1208,... < 100 DM,.. >= 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",32,none,rent,2,unskilled - resident,1,"yes, registered under the customers name",yes,1,male,single
466,... >= 200 DM / salary assignments for at least 1 year,14,existing credits paid back duly till now,car (new),2488,500 <= ... < 1000 DM,.. >= 7 years,1,co-applicant,4,"if not A121/A122 : car or other, not in attribute 6",50,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
467,< 0 DM,24,existing credits paid back duly till now,car (new),8494,... < 100 DM,1 <= ... < 4 years,1,none,2,"if not A121/A122 : car or other, not in attribute 6",21,bank,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,single
468,no checking account,12,existing credits paid back duly till now,furniture/equipment,2902,... < 100 DM,... < 1 year,4,none,2,"if not A121/A122 : car or other, not in attribute 6",24,none,rent,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
469,... >= 200 DM / salary assignments for at least 1 year,15,existing credits paid back duly till now,business,1471,... < 100 DM,4 <= ... < 7 years,4,none,2,real estate,35,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
470,< 0 DM,20,existing credits paid back duly till now,car (new),4239,unknown/ no savings account,.. >= 7 years,1,none,4,"if not A121/A122 : car or other, not in attribute 6",36,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
471,no checking account,9,existing credits paid back duly till now,radio/television,1719,... < 100 DM,... < 1 year,2,guarantor,3,"if not A121/A122 : car or other, not in attribute 6",38,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
472,no checking account,7,existing credits paid back duly till now,car (new),743,500 <= ... < 1000 DM,unemployed,2,none,4,real estate,33,none,rent,1,unemployed/ unskilled - non-resident,1,none,yes,1,female,divorced/separated/married
473,0 <= ... < 200 DM,12,critical account/ other credits existing (not at this bank),business,2250,... < 100 DM,1 <= ... < 4 years,3,none,1,"if not A121/A122 : car or other, not in attribute 6",25,bank,rent,2,skilled employee / official,1,none,yes,1,female,divorced/separated/married
474,no checking account,4,critical account/ other credits existing (not at this bank),car (new),250,... < 100 DM,.. >= 7 years,2,none,4,real estate,74,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,male,single
475,no checking account,24,existing credits paid back duly till now,car (new),4307,unknown/ no savings account,.. >= 7 years,4,none,4,unknown / no property,65,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,single
476,0 <= ... < 200 DM,11,existing credits paid back duly till now,furniture/equipment,802,... < 100 DM,1 <= ... < 4 years,4,none,3,real estate,20,bank,rent,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
477,0 <= ... < 200 DM,14,delay in paying off in the past,car (new),2348,... < 100 DM,... < 1 year,3,none,3,if not A121 : building society savings agreement/ life insurance,32,none,own,2,skilled employee / official,1,none,yes,2,male,single
478,no checking account,15,critical account/ other credits existing (not at this bank),radio/television,3594,... < 100 DM,1 <= ... < 4 years,2,guarantor,4,if not A121 : building society savings agreement/ life insurance,31,none,own,2,skilled employee / official,1,none,yes,1,male,single
479,0 <= ... < 200 DM,4,existing credits paid back duly till now,car (new),250,.. >= 1000 DM,... < 1 year,4,none,4,real estate,19,none,rent,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
480,0 <= ... < 200 DM,4,existing credits paid back duly till now,car (new),250,.. >= 1000 DM,... < 1 year,3,none,4,real estate,19,none,rent,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
481,0 <= ... < 200 DM,64,critical account/ other credits existing (not at this bank),business,12327,... < 100 DM,1 <= ... < 4 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",25,stores,own,2,unskilled - resident,1,none,yes,2,male,single
482,no checking account,15,delay in paying off in the past,radio/television,2966,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,rent,2,skilled employee / official,1,none,yes,1,female,divorced/separated/married
483,0 <= ... < 200 DM,72,no credits taken/ all credits paid back duly,business,18424,... < 100 DM,1 <= ... < 4 years,2,none,2,unknown / no property,36,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,female,single
484,no checking account,56,critical account/ other credits existing (not at this bank),business,9538,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",25,none,own,2,skilled employee / official,1,none,yes,1,male,single
485,no checking account,4,critical account/ other credits existing (not at this bank),radio/television,1191,.. >= 1000 DM,1 <= ... < 4 years,3,none,1,"if not A121/A122 : car or other, not in attribute 6",37,none,own,1,skilled employee / official,1,none,yes,1,male,single
486,no checking account,12,critical account/ other credits existing (not at this bank),car (used),1462,unknown/ no savings account,.. >= 7 years,4,none,4,unknown / no property,55,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
487,no checking account,24,critical account/ other credits existing (not at this bank),furniture/equipment,13664,unknown/ no savings account,1 <= ... < 4 years,1,none,4,"if not A121/A122 : car or other, not in attribute 6",31,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
488,no checking account,18,critical account/ other credits existing (not at this bank),radio/television,3164,100 <= ... < 500 DM,.. >= 7 years,1,none,4,"if not A121/A122 : car or other, not in attribute 6",38,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
489,no checking account,4,critical account/ other credits existing (not at this bank),car (new),250,... < 100 DM,4 <= ... < 7 years,1,none,2,real estate,74,none,own,1,unskilled - resident,2,none,yes,1,male,divorced/separated/married
490,no checking account,15,existing credits paid back duly till now,radio/television,1223,... < 100 DM,... < 1 year,4,none,4,if not A121 : building society savings agreement/ life insurance,27,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
491,< 0 DM,24,existing credits paid back duly till now,furniture/equipment,2248,... < 100 DM,... < 1 year,3,none,1,real estate,26,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
492,no checking account,24,existing credits paid back duly till now,radio/television,2517,unknown/ no savings account,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,41,none,rent,1,skilled employee / official,1,none,yes,1,male,single
493,no checking account,8,existing credits paid back duly till now,car (new),1073,... < 100 DM,.. >= 7 years,4,none,2,if not A121 : building society savings agreement/ life insurance,40,none,own,2,unskilled - resident,1,"yes, registered under the customers name",yes,2,male,single
494,0 <= ... < 200 DM,72,critical account/ other credits existing (not at this bank),business,250,... < 100 DM,1 <= ... < 4 years,3,none,2,real estate,74,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
495,< 0 DM,12,all credits at this bank paid back duly,car (new),539,... < 100 DM,... < 1 year,4,none,4,unknown / no property,53,none,for free,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
496,< 0 DM,15,existing credits paid back duly till now,radio/television,1459,... < 100 DM,1 <= ... < 4 years,4,guarantor,2,unknown / no property,27,bank,rent,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
497,no checking account,12,existing credits paid back duly till now,furniture/equipment,1434,... < 100 DM,1 <= ... < 4 years,2,none,3,real estate,25,none,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
