checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,sex,personal-status,class-label
... >= 200 DM / salary assignments for at least 1 year,41,delay in paying off in the past,radio/television,1682,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",39,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,1
no checking account,8,existing credits paid back duly till now,car (new),1041,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,25,bank,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
no checking account,14,existing credits paid back duly till now,car (new),1861,... < 100 DM,4 <= ... < 7 years,2,none,3,real estate,48,none,own,1,unskilled - resident,1,none,yes,female,divorced/separated,1
no checking account,17,existing credits paid back duly till now,furniture/equipment,1494,... < 100 DM,... < 1 year,3,none,4,if not A121 : building society savings agreement/ life insurance,35,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,2
no checking account,23,existing credits paid back duly till now,radio/television,7643,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,female,divorced/separated/married,2
no checking account,40,existing credits paid back duly till now,car (used),14377,500 <= ... < 1000 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",46,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
no checking account,24,critical account/ other credits existing (not at this bank),furniture/equipment,4341,500 <= ... < 1000 DM,4 <= ... < 7 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",25,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,2
0 <= ... < 200 DM,7,existing credits paid back duly till now,radio/television,1833,... < 100 DM,1 <= ... < 4 years,3,guarantor,4,if not A121 : building society savings agreement/ life insurance,39,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
0 <= ... < 200 DM,28,existing credits paid back duly till now,car (new),13765,... < 100 DM,unemployed,4,none,4,unknown / no property,58,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,2
< 0 DM,53,existing credits paid back duly till now,car (new),4713,unknown/ no savings account,4 <= ... < 7 years,4,co-applicant,4,"if not A121/A122 : car or other, not in attribute 6",25,none,rent,2,skilled employee / official,1,none,yes,male,single,2
< 0 DM,10,existing credits paid back duly till now,repairs,6990,... < 100 DM,4 <= ... < 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,skilled employee / official,1,none,yes,male,single,2
... >= 200 DM / salary assignments for at least 1 year,10,existing credits paid back duly till now,radio/television,1486,... < 100 DM,1 <= ... < 4 years,4,none,4,if not A121 : building society savings agreement/ life insurance,45,none,own,2,skilled employee / official,1,none,yes,male,single,1
0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,1226,... < 100 DM,1 <= ... < 4 years,3,guarantor,2,"if not A121/A122 : car or other, not in attribute 6",23,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",no,male,married/widowed,1
no checking account,6,delay in paying off in the past,radio/television,2193,100 <= ... < 500 DM,... < 1 year,3,none,3,"if not A121/A122 : car or other, not in attribute 6",22,bank,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,1
... >= 200 DM / salary assignments for at least 1 year,12,existing credits paid back duly till now,radio/television,1047,.. >= 1000 DM,.. >= 7 years,4,none,4,real estate,35,none,own,2,unskilled - resident,1,none,no,female,divorced/separated/married,1
no checking account,15,critical account/ other credits existing (not at this bank),furniture/equipment,1819,... < 100 DM,4 <= ... < 7 years,4,none,2,real estate,32,none,own,2,skilled employee / official,2,none,yes,female,divorced/separated/married,1
0 <= ... < 200 DM,19,existing credits paid back duly till now,radio/television,1752,100 <= ... < 500 DM,... < 1 year,2,co-applicant,2,if not A121 : building society savings agreement/ life insurance,40,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,25,all credits at this bank paid back duly,furniture/equipment,1494,100 <= ... < 500 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",29,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,11,existing credits paid back duly till now,car (new),1949,100 <= ... < 500 DM,.. >= 7 years,4,none,4,unknown / no property,27,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,2
no checking account,5,critical account/ other credits existing (not at this bank),radio/television,1555,100 <= ... < 500 DM,unemployed,2,none,4,real estate,22,none,rent,2,skilled employee / official,1,none,yes,male,married/widowed,1
0 <= ... < 200 DM,17,critical account/ other credits existing (not at this bank),radio/television,2693,... < 100 DM,4 <= ... < 7 years,2,guarantor,3,real estate,32,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,36,critical account/ other credits existing (not at this bank),car (new),8586,... < 100 DM,.. >= 7 years,2,none,4,unknown / no property,54,bank,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,10,critical account/ other credits existing (not at this bank),business,1647,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",47,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,1
0 <= ... < 200 DM,24,critical account/ other credits existing (not at this bank),car (used),1885,unknown/ no savings account,.. >= 7 years,4,none,4,unknown / no property,55,none,for free,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,2
no checking account,14,existing credits paid back duly till now,car (new),2930,100 <= ... < 500 DM,1 <= ... < 4 years,3,none,2,real estate,27,none,own,1,skilled employee / official,1,none,yes,female,single,1
no checking account,16,existing credits paid back duly till now,car (new),4397,500 <= ... < 1000 DM,.. >= 7 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",54,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,male,single,1
no checking account,35,existing credits paid back duly till now,radio/television,3429,... < 100 DM,4 <= ... < 7 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",52,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
no checking account,45,existing credits paid back duly till now,radio/television,5043,unknown/ no savings account,.. >= 7 years,1,none,4,"if not A121/A122 : car or other, not in attribute 6",45,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,35,existing credits paid back duly till now,furniture/equipment,4242,... < 100 DM,1 <= ... < 4 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",35,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,2
no checking account,45,delay in paying off in the past,furniture/equipment,5726,... < 100 DM,... < 1 year,4,none,2,"if not A121/A122 : car or other, not in attribute 6",22,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,6,delay in paying off in the past,furniture/equipment,6923,... < 100 DM,1 <= ... < 4 years,4,none,3,real estate,25,bank,rent,2,skilled employee / official,1,none,yes,female,divorced/separated/married,1
< 0 DM,15,existing credits paid back duly till now,radio/television,2572,... < 100 DM,1 <= ... < 4 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",25,none,own,2,unskilled - resident,1,none,yes,male,single,1
0 <= ... < 200 DM,24,delay in paying off in the past,car (new),2711,... < 100 DM,1 <= ... < 4 years,2,none,4,unknown / no property,22,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,11,existing credits paid back duly till now,furniture/equipment,1379,500 <= ... < 1000 DM,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",23,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,divorced/separated,1
no checking account,11,delay in paying off in the past,car (new),2882,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,4,if not A121 : building society savings agreement/ life insurance,27,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,1
... >= 200 DM / salary assignments for at least 1 year,8,critical account/ other credits existing (not at this bank),radio/television,964,unknown/ no savings account,1 <= ... < 4 years,3,none,4,real estate,27,none,own,2,skilled employee / official,1,none,yes,male,single,1
< 0 DM,31,existing credits paid back duly till now,furniture/equipment,2610,.. >= 1000 DM,1 <= ... < 4 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
0 <= ... < 200 DM,25,critical account/ other credits existing (not at this bank),furniture/equipment,2583,... < 100 DM,.. >= 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",46,stores,own,2,skilled employee / official,1,none,yes,male,single,2
no checking account,26,critical account/ other credits existing (not at this bank),car (new),5194,500 <= ... < 1000 DM,.. >= 7 years,4,none,2,real estate,31,stores,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,15,critical account/ other credits existing (not at this bank),furniture/equipment,1606,... < 100 DM,4 <= ... < 7 years,2,none,3,real estate,33,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,24,existing credits paid back duly till now,others,1546,... < 100 DM,.. >= 7 years,4,none,2,if not A121 : building society savings agreement/ life insurance,25,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,male,single,1
no checking account,12,critical account/ other credits existing (not at this bank),business,10388,.. >= 1000 DM,1 <= ... < 4 years,3,none,3,"if not A121/A122 : car or other, not in attribute 6",41,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,9,no credits taken/ all credits paid back duly,repairs,3476,... < 100 DM,1 <= ... < 4 years,3,none,3,"if not A121/A122 : car or other, not in attribute 6",28,none,own,2,unskilled - resident,2,none,yes,male,single,1
< 0 DM,14,critical account/ other credits existing (not at this bank),radio/television,1661,.. >= 1000 DM,.. >= 7 years,4,none,2,real estate,36,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
no checking account,23,delay in paying off in the past,car (used),15980,100 <= ... < 500 DM,unemployed,4,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
no checking account,24,critical account/ other credits existing (not at this bank),furniture/equipment,1044,unknown/ no savings account,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,1
< 0 DM,5,existing credits paid back duly till now,furniture/equipment,1292,... < 100 DM,1 <= ... < 4 years,4,none,2,if not A121 : building society savings agreement/ life insurance,40,none,rent,1,unskilled - resident,1,none,yes,male,single,2
0 <= ... < 200 DM,10,critical account/ other credits existing (not at this bank),radio/television,1851,unknown/ no savings account,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,44,stores,own,3,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
... >= 200 DM / salary assignments for at least 1 year,12,critical account/ other credits existing (not at this bank),business,1671,... < 100 DM,4 <= ... < 7 years,4,none,4,real estate,25,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,17,critical account/ other credits existing (not at this bank),education,964,... < 100 DM,... < 1 year,4,none,3,if not A121 : building society savings agreement/ life insurance,21,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,27,critical account/ other credits existing (not at this bank),education,3191,... < 100 DM,1 <= ... < 4 years,2,co-applicant,4,"if not A121/A122 : car or other, not in attribute 6",24,none,own,2,skilled employee / official,1,none,yes,male,single,2
< 0 DM,16,existing credits paid back duly till now,furniture/equipment,1338,... < 100 DM,.. >= 7 years,4,none,3,unknown / no property,45,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
no checking account,16,critical account/ other credits existing (not at this bank),car (new),663,... < 100 DM,4 <= ... < 7 years,2,none,3,real estate,34,none,own,3,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,24,existing credits paid back duly till now,furniture/equipment,1889,.. >= 1000 DM,1 <= ... < 4 years,4,none,4,real estate,37,bank,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
< 0 DM,5,existing credits paid back duly till now,business,1918,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,42,bank,own,1,unskilled - resident,2,none,yes,male,single,1
< 0 DM,16,existing credits paid back duly till now,car (used),2962,... < 100 DM,... < 1 year,2,none,3,"if not A121/A122 : car or other, not in attribute 6",20,none,own,3,skilled employee / official,1,none,yes,male,married/widowed,2
< 0 DM,23,delay in paying off in the past,furniture/equipment,3499,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",24,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
0 <= ... < 200 DM,44,existing credits paid back duly till now,car (used),6852,... < 100 DM,unemployed,2,none,2,unknown / no property,66,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,divorced/separated,1
no checking account,9,critical account/ other credits existing (not at this bank),radio/television,1517,.. >= 1000 DM,4 <= ... < 7 years,4,guarantor,3,real estate,42,bank,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,male,single,1
< 0 DM,33,critical account/ other credits existing (not at this bank),radio/television,4238,... < 100 DM,... < 1 year,3,none,4,if not A121 : building society savings agreement/ life insurance,39,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,2
< 0 DM,36,existing credits paid back duly till now,car (new),13987,... < 100 DM,1 <= ... < 4 years,4,none,3,real estate,32,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,2
no checking account,9,existing credits paid back duly till now,car (new),1615,unknown/ no savings account,1 <= ... < 4 years,4,none,4,real estate,25,none,own,1,skilled employee / official,1,none,yes,male,married/widowed,1
0 <= ... < 200 DM,18,delay in paying off in the past,radio/television,1630,unknown/ no savings account,.. >= 7 years,4,none,4,real estate,56,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
no checking account,24,existing credits paid back duly till now,car (used),2039,500 <= ... < 1000 DM,.. >= 7 years,4,none,2,if not A121 : building society savings agreement/ life insurance,56,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,25,no credits taken/ all credits paid back duly,car (new),6724,unknown/ no savings account,.. >= 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",36,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,27,all credits at this bank paid back duly,car (used),4177,unknown/ no savings account,4 <= ... < 7 years,2,none,4,unknown / no property,51,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,male,single,1
... >= 200 DM / salary assignments for at least 1 year,23,delay in paying off in the past,furniture/equipment,829,... < 100 DM,... < 1 year,2,none,1,real estate,31,none,rent,2,unskilled - resident,1,none,yes,female,divorced/separated/married,2
no checking account,32,delay in paying off in the past,car (used),5358,100 <= ... < 500 DM,1 <= ... < 4 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",24,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,male,single,1
no checking account,11,existing credits paid back duly till now,car (new),3300,500 <= ... < 1000 DM,4 <= ... < 7 years,3,none,3,if not A121 : building society savings agreement/ life insurance,31,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,23,delay in paying off in the past,car (used),3955,500 <= ... < 1000 DM,.. >= 7 years,3,none,2,if not A121 : building society savings agreement/ life insurance,47,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,divorced/separated,1
no checking account,24,critical account/ other credits existing (not at this bank),radio/television,1654,... < 100 DM,4 <= ... < 7 years,3,none,2,real estate,35,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,46,delay in paying off in the past,car (used),1554,unknown/ no savings account,4 <= ... < 7 years,3,none,3,unknown / no property,58,bank,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),1811,... < 100 DM,... < 1 year,4,none,2,unknown / no property,30,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,2
< 0 DM,13,delay in paying off in the past,business,1068,... < 100 DM,1 <= ... < 4 years,3,none,2,if not A121 : building society savings agreement/ life insurance,26,bank,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,2
< 0 DM,26,critical account/ other credits existing (not at this bank),radio/television,4366,... < 100 DM,1 <= ... < 4 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",20,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,1
no checking account,25,existing credits paid back duly till now,radio/television,1800,.. >= 1000 DM,1 <= ... < 4 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",21,none,own,1,skilled employee / official,1,none,yes,female,married/widowed,1
0 <= ... < 200 DM,47,delay in paying off in the past,furniture/equipment,6682,.. >= 1000 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",32,bank,own,2,skilled employee / official,1,none,no,male,single,2
no checking account,24,existing credits paid back duly till now,business,2584,100 <= ... < 500 DM,4 <= ... < 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,20,critical account/ other credits existing (not at this bank),radio/television,2116,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,3,real estate,33,stores,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,25,critical account/ other credits existing (not at this bank),radio/television,5760,... < 100 DM,1 <= ... < 4 years,3,none,3,"if not A121/A122 : car or other, not in attribute 6",34,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
< 0 DM,16,existing credits paid back duly till now,business,2648,... < 100 DM,... < 1 year,4,none,1,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,none,yes,male,single,2
0 <= ... < 200 DM,19,existing credits paid back duly till now,furniture/equipment,2254,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",30,none,own,2,skilled employee / official,1,none,yes,male,single,1
no checking account,24,delay in paying off in the past,car (used),9402,unknown/ no savings account,unemployed,3,none,2,if not A121 : building society savings agreement/ life insurance,56,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,divorced/separated,1
no checking account,33,existing credits paid back duly till now,car (new),1638,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,2,if not A121 : building society savings agreement/ life insurance,32,none,own,1,skilled employee / official,1,none,yes,male,single,2
no checking account,26,critical account/ other credits existing (not at this bank),radio/television,1184,100 <= ... < 500 DM,unemployed,1,none,4,if not A121 : building society savings agreement/ life insurance,31,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,divorced/separated,1
< 0 DM,48,critical account/ other credits existing (not at this bank),furniture/equipment,5073,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",29,none,own,1,skilled employee / official,1,"yes, registered under the customers name",no,female,divorced/separated/married,2
< 0 DM,43,existing credits paid back duly till now,furniture/equipment,8625,100 <= ... < 500 DM,... < 1 year,4,none,4,real estate,45,none,for free,1,skilled employee / official,1,none,yes,male,single,2
no checking account,14,existing credits paid back duly till now,furniture/equipment,2593,unknown/ no savings account,unemployed,3,none,4,if not A121 : building society savings agreement/ life insurance,30,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,2
no checking account,24,critical account/ other credits existing (not at this bank),furniture/equipment,3387,... < 100 DM,1 <= ... < 4 years,2,none,3,if not A121 : building society savings agreement/ life insurance,25,bank,own,2,skilled employee / official,1,none,yes,male,single,1
no checking account,25,critical account/ other credits existing (not at this bank),business,5773,unknown/ no savings account,.. >= 7 years,2,none,4,if not A121 : building society savings agreement/ life insurance,31,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,2454,... < 100 DM,unemployed,4,none,4,if not A121 : building society savings agreement/ life insurance,45,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,female,divorced/separated/married,2
no checking account,31,existing credits paid back duly till now,business,1639,unknown/ no savings account,1 <= ... < 4 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,2
no checking account,13,critical account/ other credits existing (not at this bank),radio/television,1489,500 <= ... < 1000 DM,1 <= ... < 4 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",45,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,24,existing credits paid back duly till now,furniture/equipment,6642,... < 100 DM,4 <= ... < 7 years,2,none,3,if not A121 : building society savings agreement/ life insurance,27,none,own,1,skilled employee / official,1,none,yes,male,single,1
no checking account,5,existing credits paid back duly till now,business,1365,... < 100 DM,unemployed,2,none,2,"if not A121/A122 : car or other, not in attribute 6",30,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,41,all credits at this bank paid back duly,car (new),4103,... < 100 DM,4 <= ... < 7 years,3,none,3,if not A121 : building society savings agreement/ life insurance,30,none,for free,2,skilled employee / official,1,none,yes,male,single,1
< 0 DM,6,critical account/ other credits existing (not at this bank),radio/television,2541,... < 100 DM,1 <= ... < 4 years,4,none,1,if not A121 : building society savings agreement/ life insurance,25,none,own,2,skilled employee / official,1,none,yes,male,divorced/separated/married,1
... >= 200 DM / salary assignments for at least 1 year,7,existing credits paid back duly till now,furniture/equipment,1142,unknown/ no savings account,... < 1 year,4,none,2,real estate,21,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,1
< 0 DM,17,existing credits paid back duly till now,car (new),1877,unknown/ no savings account,... < 1 year,2,none,2,"if not A121/A122 : car or other, not in attribute 6",22,none,rent,1,skilled employee / official,1,none,yes,female,divorced/separated/married,2
no checking account,15,critical account/ other credits existing (not at this bank),car (new),1888,... < 100 DM,1 <= ... < 4 years,3,none,2,real estate,26,none,own,2,skilled employee / official,1,none,yes,male,single,1
no checking account,13,critical account/ other credits existing (not at this bank),furniture/equipment,1492,500 <= ... < 1000 DM,.. >= 7 years,3,none,4,real estate,37,none,own,2,skilled employee / official,1,none,yes,male,married/widowed,1
no checking account,17,existing credits paid back duly till now,car (new),3991,... < 100 DM,unemployed,2,none,4,real estate,60,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
no checking account,9,existing credits paid back duly till now,car (new),1623,unknown/ no savings account,... < 1 year,3,co-applicant,4,"if not A121/A122 : car or other, not in attribute 6",21,none,rent,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
no checking account,11,existing credits paid back duly till now,radio/television,9908,... < 100 DM,1 <= ... < 4 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",21,none,rent,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
0 <= ... < 200 DM,28,existing credits paid back duly till now,car (new),1777,100 <= ... < 500 DM,4 <= ... < 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,49,none,own,2,skilled employee / official,1,none,yes,male,single,1
0 <= ... < 200 DM,10,delay in paying off in the past,retraining,2147,... < 100 DM,... < 1 year,4,none,2,real estate,43,none,own,2,unskilled - resident,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
0 <= ... < 200 DM,42,existing credits paid back duly till now,car (used),4846,unknown/ no savings account,unemployed,2,none,4,unknown / no property,67,bank,for free,3,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
no checking account,11,existing credits paid back duly till now,repairs,1268,100 <= ... < 500 DM,4 <= ... < 7 years,3,none,2,if not A121 : building society savings agreement/ life insurance,34,stores,own,1,skilled employee / official,1,none,yes,male,single,1
0 <= ... < 200 DM,35,critical account/ other credits existing (not at this bank),car (used),6488,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",37,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,16,existing credits paid back duly till now,car (new),5758,unknown/ no savings account,unemployed,2,none,2,if not A121 : building society savings agreement/ life insurance,33,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
no checking account,12,existing credits paid back duly till now,radio/television,3170,... < 100 DM,... < 1 year,4,none,3,"if not A121/A122 : car or other, not in attribute 6",23,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
... >= 200 DM / salary assignments for at least 1 year,15,existing credits paid back duly till now,radio/television,2762,... < 100 DM,.. >= 7 years,4,none,3,unknown / no property,32,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
< 0 DM,24,delay in paying off in the past,car (new),1779,... < 100 DM,... < 1 year,4,none,2,"if not A121/A122 : car or other, not in attribute 6",26,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,divorced/separated,2
< 0 DM,24,existing credits paid back duly till now,car (new),4032,... < 100 DM,.. >= 7 years,3,none,4,unknown / no property,44,none,rent,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,male,single,2
no checking account,12,existing credits paid back duly till now,radio/television,2839,... < 100 DM,1 <= ... < 4 years,2,none,4,if not A121 : building society savings agreement/ life insurance,25,none,own,1,unskilled - resident,1,none,yes,female,divorced/separated/married,1
no checking account,16,existing credits paid back duly till now,business,2018,... < 100 DM,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",46,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,divorced/separated,1
0 <= ... < 200 DM,14,existing credits paid back duly till now,car (new),4043,... < 100 DM,unemployed,4,co-applicant,4,real estate,20,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
0 <= ... < 200 DM,13,delay in paying off in the past,radio/television,1412,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",32,none,own,2,skilled employee / official,1,none,yes,male,single,2
0 <= ... < 200 DM,25,delay in paying off in the past,furniture/equipment,4351,... < 100 DM,... < 1 year,2,none,1,"if not A121/A122 : car or other, not in attribute 6",24,bank,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,2
no checking account,12,existing credits paid back duly till now,radio/television,3368,500 <= ... < 1000 DM,4 <= ... < 7 years,3,none,4,if not A121 : building society savings agreement/ life insurance,38,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,23,existing credits paid back duly till now,business,921,unknown/ no savings account,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,36,none,own,1,skilled employee / official,1,none,yes,male,single,2
no checking account,24,critical account/ other credits existing (not at this bank),furniture/equipment,2089,unknown/ no savings account,1 <= ... < 4 years,3,none,3,"if not A121/A122 : car or other, not in attribute 6",33,stores,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
... >= 200 DM / salary assignments for at least 1 year,11,critical account/ other credits existing (not at this bank),furniture/equipment,1271,... < 100 DM,4 <= ... < 7 years,4,none,3,real estate,44,none,own,1,skilled employee / official,1,none,yes,male,single,1
