,checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,class-label,sex,personal-status
378,no checking account,13,existing credits paid back duly till now,furniture/equipment,2683,unknown/ no savings account,... < 1 year,4,none,3,unknown / no property,28,none,own,1,skilled employee / official,1,"yes, registered under the customers name",no,1,female,divorced/separated/married
379,< 0 DM,11,existing credits paid back duly till now,car (new),1217,... < 100 DM,... < 1 year,4,none,3,if not A121 : building society savings agreement/ life insurance,25,none,own,1,skilled employee / official,1,none,yes,2,male,married/widowed
380,0 <= ... < 200 DM,25,existing credits paid back duly till now,radio/television,3655,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,25,none,own,2,skilled employee / official,1,none,yes,2,male,single
381,< 0 DM,11,existing credits paid back duly till now,car (new),3400,unknown/ no savings account,unemployed,1,none,2,real estate,42,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1,male,divorced/separated
382,< 0 DM,11,critical account/ other credits existing (not at this bank),furniture/equipment,1420,... < 100 DM,.. >= 7 years,1,none,4,real estate,54,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,married/widowed
383,no checking account,13,critical account/ other credits existing (not at this bank),furniture/equipment,3126,... < 100 DM,... < 1 year,1,none,4,real estate,52,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
384,no checking account,36,critical account/ other credits existing (not at this bank),radio/television,1754,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,own,2,skilled employee / official,1,none,yes,1,male,single
385,no checking account,13,existing credits paid back duly till now,furniture/equipment,1534,... < 100 DM,1 <= ... < 4 years,3,none,2,if not A121 : building society savings agreement/ life insurance,24,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,male,married/widowed
386,no checking account,13,existing credits paid back duly till now,radio/television,1784,unknown/ no savings account,... < 1 year,4,none,2,real estate,37,bank,own,1,skilled employee / official,2,none,yes,1,male,single
387,< 0 DM,24,existing credits paid back duly till now,radio/television,3262,... < 100 DM,... < 1 year,4,none,4,unknown / no property,23,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
388,0 <= ... < 200 DM,23,existing credits paid back duly till now,business,3668,unknown/ no savings account,4 <= ... < 7 years,4,none,4,real estate,36,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
389,< 0 DM,13,critical account/ other credits existing (not at this bank),car (new),3345,... < 100 DM,4 <= ... < 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",26,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
390,< 0 DM,16,critical account/ other credits existing (not at this bank),furniture/equipment,3226,... < 100 DM,.. >= 7 years,2,none,4,real estate,55,bank,rent,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
391,< 0 DM,24,critical account/ other credits existing (not at this bank),car (used),3462,... < 100 DM,.. >= 7 years,3,none,4,unknown / no property,26,none,own,2,skilled employee / official,1,none,yes,2,male,single
392,no checking account,13,existing credits paid back duly till now,car (used),3595,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",25,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1,female,married/widowed
393,< 0 DM,7,existing credits paid back duly till now,radio/television,1040,... < 100 DM,1 <= ... < 4 years,4,guarantor,4,real estate,37,none,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
394,< 0 DM,41,existing credits paid back duly till now,radio/television,3680,100 <= ... < 500 DM,1 <= ... < 4 years,4,guarantor,2,real estate,25,none,own,1,skilled employee / official,1,none,yes,2,male,single
395,< 0 DM,9,critical account/ other credits existing (not at this bank),car (new),877,... < 100 DM,unemployed,1,none,3,unknown / no property,40,none,own,3,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,divorced/separated
396,no checking account,43,critical account/ other credits existing (not at this bank),radio/television,1846,unknown/ no savings account,.. >= 7 years,4,none,1,real estate,48,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
397,0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,3497,100 <= ... < 500 DM,1 <= ... < 4 years,4,guarantor,4,if not A121 : building society savings agreement/ life insurance,26,none,rent,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
398,no checking account,10,existing credits paid back duly till now,radio/television,1473,... < 100 DM,... < 1 year,4,none,4,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
399,< 0 DM,10,existing credits paid back duly till now,furniture/equipment,1361,... < 100 DM,... < 1 year,1,none,4,"if not A121/A122 : car or other, not in attribute 6",23,none,rent,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
400,0 <= ... < 200 DM,22,critical account/ other credits existing (not at this bank),car (new),1055,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,62,none,for free,2,skilled employee / official,2,none,yes,2,male,single
401,0 <= ... < 200 DM,43,existing credits paid back duly till now,radio/television,3521,.. >= 1000 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",34,bank,own,1,skilled employee / official,1,none,yes,2,male,single
402,< 0 DM,34,existing credits paid back duly till now,car (new),3792,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",24,bank,own,1,skilled employee / official,2,none,yes,2,male,single
403,... >= 200 DM / salary assignments for at least 1 year,13,existing credits paid back duly till now,car (new),1605,unknown/ no savings account,... < 1 year,4,none,1,"if not A121/A122 : car or other, not in attribute 6",32,none,own,1,skilled employee / official,1,none,yes,1,male,single
404,no checking account,8,critical account/ other credits existing (not at this bank),business,1543,... < 100 DM,1 <= ... < 4 years,2,none,1,"if not A121/A122 : car or other, not in attribute 6",35,none,own,2,skilled employee / official,2,none,yes,1,male,single
405,< 0 DM,24,existing credits paid back duly till now,furniture/equipment,7181,... < 100 DM,.. >= 7 years,3,none,4,unknown / no property,36,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
406,0 <= ... < 200 DM,15,existing credits paid back duly till now,radio/television,1412,... < 100 DM,1 <= ... < 4 years,4,none,3,real estate,26,none,own,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
407,< 0 DM,7,all credits at this bank paid back duly,car (new),1311,... < 100 DM,1 <= ... < 4 years,4,none,3,real estate,24,none,own,1,unskilled - resident,1,none,yes,1,male,married/widowed
408,< 0 DM,14,existing credits paid back duly till now,car (new),1712,... < 100 DM,... < 1 year,3,none,4,"if not A121/A122 : car or other, not in attribute 6",33,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
409,0 <= ... < 200 DM,47,no credits taken/ all credits paid back duly,business,3491,unknown/ no savings account,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",51,none,own,1,skilled employee / official,1,none,yes,2,male,single
410,< 0 DM,11,all credits at this bank paid back duly,car (new),2972,... < 100 DM,1 <= ... < 4 years,1,none,4,real estate,47,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
411,no checking account,15,no credits taken/ all credits paid back duly,car (used),3342,100 <= ... < 500 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",22,none,rent,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
412,< 0 DM,10,critical account/ other credits existing (not at this bank),car (new),1547,... < 100 DM,unemployed,3,none,3,if not A121 : building society savings agreement/ life insurance,35,bank,own,2,unskilled - resident,2,none,yes,2,male,single
413,0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),1710,... < 100 DM,1 <= ... < 4 years,2,none,2,real estate,24,none,rent,1,unskilled - resident,2,none,yes,1,male,single
414,no checking account,23,existing credits paid back duly till now,furniture/equipment,1371,unknown/ no savings account,4 <= ... < 7 years,4,none,2,real estate,28,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
415,0 <= ... < 200 DM,9,existing credits paid back duly till now,car (new),6146,unknown/ no savings account,4 <= ... < 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",26,none,rent,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,male,single
416,< 0 DM,12,existing credits paid back duly till now,radio/television,1759,... < 100 DM,... < 1 year,4,none,4,real estate,52,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,male,single
417,< 0 DM,23,all credits at this bank paid back duly,radio/television,1507,100 <= ... < 500 DM,4 <= ... < 7 years,3,none,3,real estate,26,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,male,single
418,< 0 DM,11,existing credits paid back duly till now,radio/television,1534,... < 100 DM,1 <= ... < 4 years,3,none,2,real estate,46,none,own,2,unskilled - resident,1,none,yes,1,male,divorced/separated/married
419,< 0 DM,9,existing credits paid back duly till now,car (new),1454,unknown/ no savings account,4 <= ... < 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,45,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
420,no checking account,12,existing credits paid back duly till now,car (new),5951,unknown/ no savings account,unemployed,2,none,4,if not A121 : building society savings agreement/ life insurance,47,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
421,< 0 DM,12,critical account/ other credits existing (not at this bank),furniture/equipment,3174,... < 100 DM,.. >= 7 years,2,none,4,real estate,56,bank,rent,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,male,divorced/separated/married
422,no checking account,23,critical account/ other credits existing (not at this bank),business,3536,... < 100 DM,4 <= ... < 7 years,2,none,4,unknown / no property,38,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
423,no checking account,24,critical account/ other credits existing (not at this bank),furniture/equipment,3600,.. >= 1000 DM,1 <= ... < 4 years,3,none,2,if not A121 : building society savings agreement/ life insurance,45,none,own,2,skilled employee / official,1,none,yes,1,female,divorced/separated/married
424,no checking account,13,existing credits paid back duly till now,radio/television,1612,... < 100 DM,1 <= ... < 4 years,4,none,3,real estate,25,none,rent,1,skilled employee / official,1,none,yes,2,male,married/widowed
425,0 <= ... < 200 DM,23,critical account/ other credits existing (not at this bank),business,1316,... < 100 DM,1 <= ... < 4 years,4,none,3,unknown / no property,29,none,rent,2,skilled employee / official,1,none,yes,1,female,divorced/separated/married
426,< 0 DM,40,existing credits paid back duly till now,radio/television,1573,unknown/ no savings account,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
427,< 0 DM,12,existing credits paid back duly till now,car (new),1205,.. >= 1000 DM,1 <= ... < 4 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",23,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
428,0 <= ... < 200 DM,45,existing credits paid back duly till now,business,7771,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,skilled employee / official,1,none,yes,2,male,single
429,... >= 200 DM / salary assignments for at least 1 year,11,existing credits paid back duly till now,radio/television,3104,... < 100 DM,4 <= ... < 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,skilled employee / official,1,none,yes,1,male,single
430,0 <= ... < 200 DM,13,critical account/ other credits existing (not at this bank),radio/television,1817,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,53,none,for free,2,unskilled - resident,1,none,yes,1,male,single
431,no checking account,12,critical account/ other credits existing (not at this bank),business,2840,100 <= ... < 500 DM,.. >= 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",50,stores,own,2,unskilled - resident,1,none,yes,1,male,single
432,no checking account,24,existing credits paid back duly till now,radio/television,1680,... < 100 DM,... < 1 year,4,none,4,if not A121 : building society savings agreement/ life insurance,54,bank,own,1,unskilled - resident,1,none,yes,2,male,divorced/separated/married
433,no checking account,11,existing credits paid back duly till now,furniture/equipment,1298,unknown/ no savings account,1 <= ... < 4 years,3,none,3,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,married/widowed
434,0 <= ... < 200 DM,13,existing credits paid back duly till now,car (new),1395,100 <= ... < 500 DM,unemployed,2,none,2,if not A121 : building society savings agreement/ life insurance,23,none,rent,1,unemployed/ unskilled - non-resident,1,none,yes,2,female,divorced/separated/married
435,no checking account,23,delay in paying off in the past,car (new),7483,unknown/ no savings account,1 <= ... < 4 years,1,none,2,if not A121 : building society savings agreement/ life insurance,28,none,own,2,skilled employee / official,1,none,yes,2,female,divorced/separated
436,0 <= ... < 200 DM,9,critical account/ other credits existing (not at this bank),education,2944,100 <= ... < 500 DM,4 <= ... < 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",28,none,rent,2,skilled employee / official,2,none,yes,1,male,single
437,0 <= ... < 200 DM,32,existing credits paid back duly till now,car (new),1282,... < 100 DM,4 <= ... < 7 years,4,none,1,unknown / no property,24,none,own,1,skilled employee / official,1,none,yes,2,male,single
438,< 0 DM,11,critical account/ other credits existing (not at this bank),business,4114,... < 100 DM,1 <= ... < 4 years,2,none,2,real estate,34,none,rent,2,skilled employee / official,2,none,yes,1,male,single
439,< 0 DM,22,existing credits paid back duly till now,car (new),3002,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",26,bank,own,1,unskilled - resident,1,none,yes,1,male,single
440,< 0 DM,11,existing credits paid back duly till now,car (new),1507,... < 100 DM,.. >= 7 years,1,none,1,if not A121 : building society savings agreement/ life insurance,48,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,married/widowed
441,no checking account,7,critical account/ other credits existing (not at this bank),car (new),1693,... < 100 DM,.. >= 7 years,1,none,4,unknown / no property,52,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
442,< 0 DM,22,critical account/ other credits existing (not at this bank),radio/television,1590,... < 100 DM,.. >= 7 years,4,none,4,real estate,36,none,own,1,skilled employee / official,1,none,yes,1,male,single
443,no checking account,11,existing credits paid back duly till now,car (new),1276,... < 100 DM,unemployed,1,none,4,"if not A121/A122 : car or other, not in attribute 6",49,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
444,< 0 DM,23,critical account/ other credits existing (not at this bank),furniture/equipment,3530,... < 100 DM,.. >= 7 years,4,none,4,real estate,26,none,own,1,skilled employee / official,1,none,yes,1,male,single
445,0 <= ... < 200 DM,14,all credits at this bank paid back duly,radio/television,1389,... < 100 DM,4 <= ... < 7 years,4,none,3,real estate,44,bank,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
446,< 0 DM,21,critical account/ other credits existing (not at this bank),radio/television,1480,... < 100 DM,4 <= ... < 7 years,2,none,4,real estate,25,none,own,2,skilled employee / official,1,none,yes,2,male,single
447,0 <= ... < 200 DM,11,critical account/ other credits existing (not at this bank),car (new),1248,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",49,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,divorced/separated
448,0 <= ... < 200 DM,12,critical account/ other credits existing (not at this bank),furniture/equipment,3345,unknown/ no savings account,1 <= ... < 4 years,4,none,1,"if not A121/A122 : car or other, not in attribute 6",35,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
449,no checking account,12,critical account/ other credits existing (not at this bank),car (used),3478,100 <= ... < 500 DM,.. >= 7 years,1,none,4,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,divorced/separated/married
450,no checking account,24,critical account/ other credits existing (not at this bank),car (used),6612,unknown/ no savings account,.. >= 7 years,1,none,2,"if not A121/A122 : car or other, not in attribute 6",53,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
451,< 0 DM,7,critical account/ other credits existing (not at this bank),furniture/equipment,4002,... < 100 DM,1 <= ... < 4 years,1,none,2,if not A121 : building society savings agreement/ life insurance,49,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
452,< 0 DM,22,existing credits paid back duly till now,radio/television,1710,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
453,< 0 DM,12,critical account/ other credits existing (not at this bank),radio/television,1606,... < 100 DM,4 <= ... < 7 years,4,none,3,real estate,28,none,own,2,skilled employee / official,2,none,yes,1,male,single
454,... >= 200 DM / salary assignments for at least 1 year,11,existing credits paid back duly till now,furniture/equipment,3771,... < 100 DM,4 <= ... < 7 years,2,none,1,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,none,yes,1,male,single
455,< 0 DM,37,existing credits paid back duly till now,radio/television,3250,unknown/ no savings account,1 <= ... < 4 years,1,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
456,no checking account,9,existing credits paid back duly till now,radio/television,1468,100 <= ... < 500 DM,... < 1 year,4,none,1,real estate,23,none,own,1,skilled employee / official,1,none,yes,1,male,single
457,no checking account,22,critical account/ other credits existing (not at this bank),radio/television,3787,... < 100 DM,.. >= 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",51,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
458,< 0 DM,39,existing credits paid back duly till now,radio/television,3507,100 <= ... < 500 DM,... < 1 year,2,none,2,"if not A121/A122 : car or other, not in attribute 6",26,bank,own,2,unskilled - resident,1,none,yes,1,male,married/widowed
459,no checking account,13,critical account/ other credits existing (not at this bank),car (used),3500,unknown/ no savings account,.. >= 7 years,2,none,2,if not A121 : building society savings agreement/ life insurance,51,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
460,< 0 DM,12,existing credits paid back duly till now,furniture/equipment,4200,... < 100 DM,4 <= ... < 7 years,4,none,2,if not A121 : building society savings agreement/ life insurance,25,none,own,2,skilled employee / official,1,none,yes,1,male,single
461,0 <= ... < 200 DM,22,existing credits paid back duly till now,radio/television,1366,... < 100 DM,4 <= ... < 7 years,3,none,3,real estate,26,none,own,1,skilled employee / official,1,none,yes,1,female,married/widowed
462,< 0 DM,23,existing credits paid back duly till now,radio/television,2959,... < 100 DM,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,25,none,own,1,skilled employee / official,1,none,yes,2,male,single
463,0 <= ... < 200 DM,8,existing credits paid back duly till now,car (new),816,... < 100 DM,1 <= ... < 4 years,4,none,3,real estate,26,none,own,1,unskilled - resident,1,none,yes,1,male,single
464,no checking account,16,critical account/ other credits existing (not at this bank),furniture/equipment,7090,unknown/ no savings account,4 <= ... < 7 years,1,none,1,"if not A121/A122 : car or other, not in attribute 6",50,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,divorced/separated
465,no checking account,23,existing credits paid back duly till now,radio/television,3080,100 <= ... < 500 DM,.. >= 7 years,3,none,4,real estate,48,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,divorced/separated
466,< 0 DM,25,existing credits paid back duly till now,radio/television,2915,... < 100 DM,... < 1 year,4,none,4,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
467,no checking account,12,existing credits paid back duly till now,radio/television,1829,.. >= 1000 DM,4 <= ... < 7 years,2,none,4,if not A121 : building society savings agreement/ life insurance,26,none,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
468,< 0 DM,9,existing credits paid back duly till now,radio/television,1018,... < 100 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",50,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
469,no checking account,11,critical account/ other credits existing (not at this bank),education,1129,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",30,none,for free,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,female,single
470,no checking account,24,existing credits paid back duly till now,radio/television,3118,... < 100 DM,1 <= ... < 4 years,1,none,4,real estate,25,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
471,0 <= ... < 200 DM,22,critical account/ other credits existing (not at this bank),business,3163,unknown/ no savings account,4 <= ... < 7 years,4,none,2,real estate,38,bank,own,2,skilled employee / official,2,none,yes,1,male,single
472,no checking account,43,existing credits paid back duly till now,radio/television,1804,... < 100 DM,... < 1 year,4,none,1,real estate,24,none,own,1,skilled employee / official,1,none,yes,1,male,single
473,no checking account,11,critical account/ other credits existing (not at this bank),radio/television,1887,unknown/ no savings account,4 <= ... < 7 years,2,none,2,real estate,33,none,own,2,skilled employee / official,1,none,yes,1,male,single
474,0 <= ... < 200 DM,47,no credits taken/ all credits paid back duly,business,2704,... < 100 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",31,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,divorced/separated
475,0 <= ... < 200 DM,10,existing credits paid back duly till now,car (new),3040,... < 100 DM,... < 1 year,2,none,2,"if not A121/A122 : car or other, not in attribute 6",24,bank,rent,1,unemployed/ unskilled - non-resident,1,none,yes,1,female,divorced/separated/married
476,0 <= ... < 200 DM,23,existing credits paid back duly till now,radio/television,2673,unknown/ no savings account,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",23,none,own,1,unskilled - resident,1,none,yes,1,male,single
477,< 0 DM,9,existing credits paid back duly till now,car (new),1211,... < 100 DM,1 <= ... < 4 years,1,none,2,real estate,25,bank,own,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
478,< 0 DM,23,existing credits paid back duly till now,car (new),1469,... < 100 DM,4 <= ... < 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",51,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
479,0 <= ... < 200 DM,43,existing credits paid back duly till now,radio/television,7130,... < 100 DM,.. >= 7 years,4,none,1,real estate,49,none,own,2,skilled employee / official,1,none,yes,2,male,single
480,no checking account,24,existing credits paid back duly till now,car (used),2723,... < 100 DM,4 <= ... < 7 years,4,none,1,if not A121 : building society savings agreement/ life insurance,26,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
481,no checking account,23,critical account/ other credits existing (not at this bank),car (new),1559,100 <= ... < 500 DM,4 <= ... < 7 years,4,none,3,if not A121 : building society savings agreement/ life insurance,28,none,own,2,skilled employee / official,1,none,yes,2,male,single
482,no checking account,25,existing credits paid back duly till now,business,6570,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,skilled employee / official,1,none,yes,1,male,single
483,< 0 DM,41,existing credits paid back duly till now,car (new),1551,... < 100 DM,1 <= ... < 4 years,4,none,4,unknown / no property,25,none,own,1,skilled employee / official,1,none,yes,2,male,single
484,0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,2590,unknown/ no savings account,... < 1 year,1,guarantor,2,if not A121 : building society savings agreement/ life insurance,24,none,own,1,unskilled - resident,1,none,no,2,female,married/widowed
485,no checking account,44,critical account/ other credits existing (not at this bank),business,4537,... < 100 DM,4 <= ... < 7 years,3,none,2,if not A121 : building society savings agreement/ life insurance,28,stores,own,2,skilled employee / official,1,none,yes,1,male,divorced/separated
486,no checking account,23,existing credits paid back duly till now,furniture/equipment,2741,unknown/ no savings account,... < 1 year,4,none,3,if not A121 : building society savings agreement/ life insurance,25,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
487,no checking account,15,critical account/ other credits existing (not at this bank),business,6994,unknown/ no savings account,.. >= 7 years,4,none,4,real estate,39,none,for free,1,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,single
488,no checking account,42,existing credits paid back duly till now,radio/television,6448,... < 100 DM,... < 1 year,1,none,1,"if not A121/A122 : car or other, not in attribute 6",34,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
489,< 0 DM,13,existing credits paid back duly till now,radio/television,1886,... < 100 DM,1 <= ... < 4 years,1,none,3,real estate,22,none,own,1,unskilled - resident,1,none,yes,1,male,married/widowed
490,no checking account,24,existing credits paid back duly till now,radio/television,3708,unknown/ no savings account,... < 1 year,4,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,married/widowed
491,0 <= ... < 200 DM,45,existing credits paid back duly till now,business,1513,unknown/ no savings account,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",32,none,own,1,skilled employee / official,2,none,yes,1,male,single
492,0 <= ... < 200 DM,31,existing credits paid back duly till now,car (new),1190,... < 100 DM,4 <= ... < 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",30,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
493,no checking account,12,critical account/ other credits existing (not at this bank),education,1888,... < 100 DM,... < 1 year,3,none,4,unknown / no property,55,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
494,< 0 DM,36,existing credits paid back duly till now,radio/television,1456,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",23,none,own,2,skilled employee / official,1,none,yes,2,male,single
495,0 <= ... < 200 DM,8,critical account/ other credits existing (not at this bank),radio/television,1113,unknown/ no savings account,1 <= ... < 4 years,4,none,4,real estate,41,none,own,2,skilled employee / official,1,none,yes,1,female,divorced/separated/married
496,< 0 DM,23,delay in paying off in the past,education,1802,... < 100 DM,unemployed,4,none,4,unknown / no property,27,none,for free,1,skilled employee / official,1,none,yes,2,male,single
497,< 0 DM,23,delay in paying off in the past,furniture/equipment,1516,unknown/ no savings account,.. >= 7 years,4,none,4,unknown / no property,55,bank,for free,2,skilled employee / official,2,none,yes,2,male,single
498,< 0 DM,12,existing credits paid back duly till now,furniture/equipment,3054,... < 100 DM,.. >= 7 years,3,none,4,unknown / no property,53,none,for free,1,skilled employee / official,1,none,yes,2,male,single
499,< 0 DM,23,existing credits paid back duly till now,radio/television,1622,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
500,< 0 DM,12,existing credits paid back duly till now,radio/television,1236,unknown/ no savings account,1 <= ... < 4 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",24,none,own,2,unskilled - resident,1,none,yes,1,male,divorced/separated/married
501,no checking account,12,existing credits paid back duly till now,radio/television,3194,... < 100 DM,... < 1 year,1,none,1,unknown / no property,25,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
502,< 0 DM,23,existing credits paid back duly till now,furniture/equipment,3507,... < 100 DM,... < 1 year,1,none,1,if not A121 : building society savings agreement/ life insurance,26,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
